"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.553186990E-1,1.579262912E-1,1.007976532E-1,9.847362518E0,9.849144605E0
5.578611990E-1,8.853443712E-2,6.490531564E-2,9.902397156E0,9.903005628E0
5.604036990E-1,1.268195957E-1,1.151545867E-1,9.957432747E0,9.958906099E0
5.629461990E-1,1.531406492E-1,6.490531564E-2,9.883255005E0,9.884654483E0
5.654886990E-1,7.178468257E-2,2.901297435E-2,9.823433876E0,9.823738998E0
5.680311990E-1,1.052841991E-1,5.054837838E-2,9.938289642E0,9.938975848E0
5.705736990E-1,1.579262912E-1,6.011966988E-2,9.928718567E0,9.930156467E0
5.731161990E-1,1.483550072E-1,5.054837838E-2,9.773184776E0,9.774441417E0
5.756586990E-1,8.853443712E-2,8.165507019E-2,9.804291725E0,9.805031470E0
5.782011990E-1,1.292124242E-1,8.404789865E-2,9.964611053E0,9.965803196E0
5.807436990E-1,1.869392693E-1,7.447660714E-2,9.943075180E0,9.945111216E0
5.832861990E-1,1.220339537E-1,8.165507019E-2,9.794720650E0,9.795821172E0
5.858286990E-1,1.292124242E-1,1.151545867E-1,9.758828163E0,9.760362880E0
5.883711990E-1,1.651047617E-1,7.447660714E-2,9.794720650E0,9.796395202E0
5.909136990E-1,1.531406492E-1,7.447660714E-2,9.928718567E0,9.930178810E0
5.934561990E-1,1.292124242E-1,7.208377868E-2,9.885647774E0,9.886754970E0
5.959986990E-1,1.292124242E-1,7.926224917E-2,9.715757370E0,9.716939828E0
5.985411990E-1,7.896314561E-2,7.686942816E-2,9.684650421E0,9.685277377E0
6.010836990E-1,1.004985496E-1,1.055833027E-1,9.854540825E0,9.855618837E0
6.036261990E-1,1.387837082E-1,9.122636169E-2,9.873683929E0,9.875080633E0
6.061686990E-1,1.028913707E-1,6.251249462E-2,9.761220932E0,9.761963354E0
6.087111990E-1,5.264209956E-2,6.729813665E-2,9.742077827E0,9.742452495E0
6.112536990E-1,1.316052526E-1,7.686942816E-2,9.840184212E0,9.841364447E0
6.137961990E-1,1.124626622E-1,9.361918271E-2,9.866504669E0,9.867589715E0
6.163386990E-1,7.896314561E-2,5.772684515E-2,9.856933594E0,9.857418903E0
6.188811990E-1,8.614161611E-2,1.223330572E-1,9.754042625E0,9.755190070E0
6.214236990E-1,9.571290761E-2,1.486541033E-1,9.756435394E0,9.758037231E0
6.239661990E-1,1.220339537E-1,9.122636169E-2,9.895218849E0,9.896391797E0
6.265086990E-1,1.196411327E-1,1.151545867E-1,9.907182693E0,9.908574242E0
6.290511990E-1,1.196411327E-1,1.366899908E-1,9.830613136E0,9.832291330E0
6.315936990E-1,1.148554832E-1,8.165507019E-2,9.835398674E0,9.836408207E0
6.341361990E-1,1.172483116E-1,8.883354068E-2,9.909575462E0,9.910667203E0
6.366786990E-1,1.124626622E-1,1.007976532E-1,9.768399239E0,9.769566608E0
6.392211990E-1,1.220339537E-1,9.601201117E-2,9.703793526E0,9.705035774E0
6.417636990E-1,1.627119333E-1,9.361918271E-2,9.794720650E0,9.796519399E0
