"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.579678426E1	4.106797278E-4	-1.867147163E-2	-2.125167847E-2	2.829180709E-2
5.580151499E1	-4.367813468E-3	-2.090998366E-2	-2.091407776E-3	2.146343863E-2
5.580621519E1	-1.987643540E-3	2.999838442E-3	9.790420532E-3	1.043082411E-2
5.581092556E1	9.919933975E-3	-2.074722573E-2	1.445388794E-2	2.716187295E-2
5.581564613E1	5.118340254E-3	-1.579371095E-2	2.382564545E-2	2.903962970E-2
5.582036582E1	-1.153577864E-2	-3.762964159E-3	2.125453949E-2	2.447426275E-2
5.582510759E1	1.231595874E-2	5.794804543E-3	1.158618927E-2	1.787462954E-2
5.582980780E1	1.221204177E-2	1.524478942E-2	2.335357666E-2	3.044547768E-2
5.583452624E1	-2.156075090E-3	-1.575076208E-2	3.502273560E-2	3.846202249E-2
5.583926926E1	5.007505417E-3	-1.323968172E-2	5.608654022E-2	5.784517505E-2
5.584396946E1	9.710252285E-3	5.860451609E-3	4.850196838E-2	4.981038877E-2
5.584870019E1	1.645311713E-4	2.005569637E-2	3.623390198E-2	4.141441391E-2
5.585340676E1	2.154551260E-2	1.989519224E-2	4.542350769E-2	5.406776154E-2
5.585813113E1	9.500261396E-3	1.730734110E-2	3.318023682E-2	3.860993574E-2
5.586286186E1	2.125601657E-2	7.678255439E-3	4.002189636E-2	4.596222400E-2
5.586756712E1	2.345047891E-2	1.473966986E-2	3.256988525E-2	4.275488573E-2
5.587229280E1	9.072452784E-3	1.456764340E-2	4.179096222E-2	4.517754041E-2
5.587702353E1	-5.213718861E-3	2.157168090E-2	3.432559967E-2	4.087501773E-2
5.588175426E1	4.348173738E-3	2.387762070E-3	2.217483521E-2	2.272292540E-2
5.588644764E1	-1.227172092E-2	1.898477599E-2	1.249885559E-2	2.583095516E-2
5.589118519E1	-1.454382017E-2	1.405941695E-2	-2.082538605E-2	2.903250961E-2
5.589591592E1	-7.305085659E-3	6.802514195E-3	-1.668930054E-3	1.012046458E-2
5.590061613E1	-1.433612406E-2	-2.766679972E-3	-1.654624939E-3	1.469410613E-2
5.590532821E1	-1.656291634E-2	6.754681468E-3	-1.587772369E-2	2.391773461E-2
5.591007759E1	-2.188719809E-3	2.331551909E-2	-6.253242493E-3	2.423854300E-2
5.591476848E1	-1.640887931E-2	2.075520158E-2	-1.094818115E-2	2.863376300E-2
5.591948858E1	5.166389048E-3	2.296190709E-2	-3.221225739E-2	3.989448933E-2
5.592420874E1	-1.617780328E-2	3.226899356E-2	-1.533412933E-2	3.921918901E-2
5.592893946E1	-1.127049699E-2	1.067895442E-2	-1.995182037E-2	2.528120460E-2
5.593364900E1	-1.832441613E-2	1.774326712E-2	-2.215862274E-2	3.378775394E-2
5.593837040E1	-3.907747567E-3	8.166588843E-3	-2.672004700E-2	2.821213526E-2
5.594310113E1	-6.277378649E-3	3.423505276E-2	-3.967285156E-4	3.480806967E-2
5.594783186E1	3.265343606E-3	1.257272065E-2	-1.225757599E-2	1.786012157E-2
5.595252952E1	-1.100026816E-2	1.010194421E-2	-1.215553284E-2	1.925648345E-2
5.595726280E1	1.279089227E-2	1.951608062E-2	-1.679992676E-2	2.875277146E-2
5.596199353E1	-3.955010325E-3	1.458659023E-2	-1.428699493E-2	2.079733025E-2
5.596668988E1	-6.323851645E-3	9.670518339E-3	-2.603244781E-2	2.848154427E-2
5.597142446E1	3.219444305E-3	2.383428812E-2	-3.056144714E-2	3.889010367E-2
5.597615519E1	5.536366254E-3	2.258636057E-3	5.286216736E-3	7.981032234E-3
5.598085540E1	-2.064060792E-2	4.591614008E-3	-8.996009827E-3	2.297924732E-2
5.598557040E1	3.287032247E-3	-1.685154065E-2	-1.366710663E-2	2.194467605E-2
5.599031686E1	8.032396436E-3	2.250783145E-3	-3.016281128E-2	3.129505714E-2
5.599501707E1	1.273795217E-2	2.211071551E-3	-4.177665710E-2	4.373137709E-2
5.599974780E1	-6.380382925E-3	-4.947092384E-3	-5.329227448E-2	5.390036668E-2
5.600445098E1	7.624737918E-4	-1.679124311E-2	-1.013660431E-2	1.962849862E-2
5.600917874E1	3.127515316E-3	-2.381930873E-2	-2.428913116E-2	3.416288502E-2
5.601390946E1	-1.116515324E-2	-4.028023034E-2	-5.018901825E-2	6.531535161E-2
5.601861134E1	7.937677205E-3	-6.605960429E-3	-1.351947784E-1	1.355886188E-1
5.602334040E1	5.276016891E-4	2.975404263E-3	1.388111115E-1	1.388439990E-1
5.602805160E1	-1.131423563E-2	-6.561793387E-3	1.426410675E-2	1.935287580E-2
5.603280186E1	1.270464435E-2	-3.508726135E-2	-4.754734039E-2	6.044231527E-2
5.603750207E1	-3.984864801E-3	-4.668036476E-2	-1.155757904E-2	4.825467060E-2
5.604223280E1	-6.409682333E-3	-2.721734717E-2	-5.891990662E-2	6.521827513E-2
5.604693217E1	3.022678196E-3	-1.034579054E-2	8.156967163E-2	8.227869284E-2
5.605166374E1	-4.094257951E-3	-2.214508131E-2	2.156829834E-2	3.118267256E-2
5.605637243E1	1.732257754E-2	-1.489076391E-2	5.223655701E-2	5.701284443E-2
5.606109254E1	1.957811974E-2	-2.190623805E-2	1.383399963E-2	3.247407557E-2
5.606582540E1	7.465362549E-3	-5.106575787E-3	2.321052551E-2	2.491058508E-2
5.607055613E1	2.392817289E-2	2.117577940E-3	3.488063812E-2	4.235210160E-2
5.607525295E1	1.892627217E-2	2.078987658E-3	4.170799255E-2	4.584847446E-2
5.607998707E1	2.585804649E-2	1.627784222E-2	5.322456360E-2	6.137149897E-2
5.608471780E1	1.143198833E-2	-1.469848678E-2	4.091644287E-2	4.495432313E-2
5.608941337E1	-1.002050564E-2	-1.216856763E-2	1.922035217E-2	2.485772534E-2
5.609414874E1	-5.220584571E-3	-1.917901635E-2	3.092479706E-2	3.676183135E-2
5.609887946E1	-5.206216127E-3	-1.192164049E-2	4.253101349E-2	4.447603070E-2
5.610357374E1	1.843668520E-3	4.910677671E-5	1.370143890E-2	1.382501187E-2
5.610831040E1	-1.955699176E-2	-4.718322307E-3	-7.769584656E-3	2.156629170E-2
5.611304113E1	-4.681125283E-4	-2.243157476E-3	4.158973694E-3	4.748467857E-3
5.611774134E1	-1.944838092E-2	2.528179437E-3	1.598834991E-2	2.530333070E-2
5.612245426E1	-4.994478077E-3	-1.646918058E-2	-7.874488831E-3	1.892581028E-2
5.612720280E1	1.165602356E-2	2.629816532E-3	1.829338074E-2	2.185009380E-2
5.613190301E1	-2.406330034E-2	2.631576359E-2	-7.961273193E-3	3.653688147E-2
5.613661467E1	-1.629590988E-4	9.465280920E-3	-3.399562836E-2	3.528910379E-2
5.614136446E1	-2.591870725E-3	1.411098242E-2	-1.947498322E-2	2.418910064E-2
5.614606467E1	-4.944264889E-3	1.634530723E-2	-2.880477905E-2	3.348626763E-2
5.615077509E1	-1.202299818E-2	2.327870578E-2	-1.195430756E-2	2.879854332E-2
5.615549561E1	7.058780640E-3	6.481185555E-3	-2.846527100E-2	3.003504292E-2
5.616021535E1	9.315639734E-3	1.829835773E-2	-2.110862732E-2	2.944800819E-2
5.616495707E1	1.160977408E-2	1.100607961E-2	-3.754329681E-2	4.080955499E-2
5.616965728E1	2.814993262E-2	2.044059336E-2	-1.587390900E-2	3.823895331E-2
5.617437577E1	1.604982466E-2	1.313056797E-2	-1.811408997E-2	2.753414139E-2
5.617911874E1	1.705568284E-3	-3.610309213E-3	-2.033615112E-2	2.072443819E-2
5.618391051E1	-3.112293780E-3	2.255687118E-2	1.068019867E-2	2.515085393E-2
5.618874972E1	-7.148012519E-4	2.472007275E-2	-1.788330078E-2	3.051893485E-2
5.619353962E1	-7.828805596E-3	1.502942294E-2	-5.569934845E-2	5.822019554E-2
5.619836926E1	1.669626683E-3	1.491124928E-2	-3.625392914E-2	3.923621269E-2
5.620316868E1	-3.205046058E-3	-1.787874848E-3	-2.883338928E-2	2.906601373E-2
5.620798874E1	-1.741714031E-2	-1.363059133E-2	-1.198291779E-2	2.515432597E-2
5.621281405E1	8.885525167E-3	5.358695984E-3	-7.136344910E-3	1.259347445E-2
5.621763936E1	-3.025494516E-3	-6.600454450E-3	-3.555202484E-2	3.628589376E-2
5.622242670E1	1.744169742E-3	7.642030716E-3	-5.898380280E-2	5.950236763E-2
5.622725889E1	6.502684206E-3	-6.623409688E-3	-4.425525665E-2	4.521816227E-2
5.623208420E1	-6.714724004E-4	-6.532721221E-3	-3.914070129E-2	3.968780442E-2
5.623687025E1	8.824333549E-3	-6.471410394E-3	-2.220344543E-2	2.475360588E-2
5.624170368E1	4.032514989E-3	-8.783288300E-3	-4.100131989E-2	4.212499926E-2
5.624652900E1	-1.735798270E-2	-1.584265381E-3	-7.439613342E-3	1.895144603E-2
5.625131374E1	-7.722929120E-3	-2.766577527E-2	-1.449584961E-2	3.217403318E-2
5.625614853E1	4.204701632E-3	-1.319085807E-2	-2.861213684E-2	3.178572993E-2
5.626097384E1	-1.958886534E-2	-8.328117430E-3	-2.125549316E-2	3.008117642E-2
5.626575728E1	9.019520134E-3	1.211494207E-3	-1.158714294E-2	1.473368057E-2
5.627059332E1	4.140201956E-3	8.298493922E-3	9.865760803E-3	1.354029209E-2
5.627538629E1	4.132755101E-3	3.490447998E-3	2.164745331E-2	2.231311558E-2
5.628021285E1	4.125565290E-3	-1.334626228E-3	3.095817566E-2	3.126036078E-2
5.628501535E1	-1.246326417E-2	-3.689367324E-3	3.781890869E-2	3.999017679E-2
5.628983238E1	-2.840679139E-3	-1.548760012E-2	3.750419617E-2	4.067554481E-2
5.629465769E1	6.673574448E-3	-3.515508026E-3	3.956508636E-2	4.027767932E-2
5.629948301E1	-1.242318377E-2	-1.540057734E-2	1.787853241E-2	2.666749329E-2
5.630427717E1	-5.230527371E-3	-1.051947102E-2	3.196620941E-2	3.405666207E-2
5.630908790E1	6.619375199E-3	1.439645886E-3	4.831027985E-2	4.878290528E-2
5.631392785E1	-2.871144563E-3	-8.056804538E-3	5.028057098E-2	5.100285667E-2
5.631872202E1	-1.231167093E-2	1.451969147E-3	3.325080872E-2	3.548664165E-2
5.632354733E1	4.428535700E-3	1.568422467E-2	3.060054779E-2	3.466987679E-2
5.632837264E1	1.153771207E-2	2.030634880E-2	2.559947968E-2	3.465256067E-2
5.633316681E1	-3.672018647E-4	-3.613065928E-3	1.589488983E-2	1.630449648E-2
5.633799212E1	2.007417381E-3	-3.604602069E-3	1.576232910E-2	1.629336980E-2
5.634281743E1	-1.707904413E-2	-1.783324778E-2	1.563072205E-2	2.922392764E-2
5.634761160E1	-3.562420607E-4	-5.813337862E-3	-3.481864929E-3	6.785660535E-3
5.635243691E1	-1.453492790E-2	3.704853356E-3	-5.826950073E-3	1.609171882E-2
5.635723295E1	-4.951808602E-3	-5.895733833E-3	1.339912415E-3	7.815078447E-3
5.636205639E1	2.178218216E-3	-1.122478396E-3	-1.528072357E-2	1.547595248E-2
5.636686202E1	-2.587016672E-3	-8.224867284E-3	-4.362773895E-2	4.447157185E-2
5.637170707E1	-1.686127484E-2	1.313596964E-3	-2.665519714E-2	3.156782636E-2
5.637650124E1	2.204205841E-3	-1.767352223E-2	-4.067039490E-2	4.439924473E-2
5.638132655E1	-2.590008080E-3	-1.277367771E-2	-4.737854004E-3	1.386802959E-2
5.638612071E1	2.204231918E-3	-2.215201035E-2	-3.079986572E-2	3.800265687E-2
5.639093457E1	1.167625934E-2	-7.751569152E-3	-1.630592346E-2	2.150127895E-2
5.639577134E1	2.086099237E-3	1.754224300E-3	-3.040695190E-2	3.052886891E-2
5.640056358E1	1.393181644E-2	-6.263963878E-4	-4.439163208E-2	4.653068751E-2
5.640539087E1	4.294287413E-3	-1.485153660E-2	-2.503871918E-2	2.942696895E-2
5.641019259E1	-7.635470480E-3	-2.183939889E-2	-2.482986450E-2	3.393791279E-2
5.641501035E1	1.378296129E-2	-5.097225308E-3	-3.174018860E-2	3.497701102E-2
5.641983566E1	2.081399970E-2	2.013698220E-3	-3.622245789E-2	4.182516012E-2
5.642456728E1	6.429970264E-3	6.693460047E-3	-2.405643463E-2	2.578485936E-2
5.642926306E1	1.657314599E-3	-9.965639561E-3	-2.385616302E-2	2.590708741E-2
5.643399821E1	1.353483461E-2	6.734512746E-3	-3.552150726E-2	3.860470034E-2
5.643870332E1	1.344860531E-2	-5.207128823E-3	-2.336120605E-2	2.745405478E-2
5.644342915E1	1.498799771E-3	-3.606037796E-2	-5.163955688E-2	6.300191342E-2
5.644814358E1	2.524192818E-2	-4.905506968E-3	-2.036285400E-2	3.280037743E-2
5.645289061E1	1.322206296E-2	1.175236329E-2	-2.256679535E-2	2.867405176E-2
5.645759082E1	2.503082342E-2	-2.548176795E-3	-3.424263000E-2	4.249227031E-2
5.646230400E1	1.058382541E-2	-4.892937839E-3	-3.870201111E-2	4.042033974E-2
5.646705228E1	1.052242890E-2	-9.619217366E-3	-2.414226532E-2	2.803747185E-2
5.647175248E1	-3.748022020E-3	9.450875223E-3	-7.614421844E-2	7.681997601E-2
5.647648321E1	9.998679161E-4	-9.604033083E-3	-6.601810455E-2	6.672051646E-2
5.648118452E1	1.525501162E-2	-2.343211323E-3	-5.597686768E-2	5.806561576E-2
5.648591415E1	-1.334799826E-2	-1.183641329E-2	-5.680084229E-3	1.872252905E-2
5.649062483E1	-6.119586527E-3	-4.668254405E-3	1.485824585E-3	7.838980365E-3
5.649534509E1	-3.641307354E-3	7.185846567E-3	-1.750850677E-2	1.927286485E-2
5.650006509E1	5.935139954E-3	1.425137743E-2	-2.448081970E-2	2.894197952E-2
5.650480655E1	-1.069773734E-2	-4.843644798E-3	8.942604065E-3	1.476050970E-2
5.650950676E1	5.972668529E-3	1.653171703E-2	4.123687744E-3	1.805478435E-2
5.651423748E1	-8.315868676E-3	1.637262106E-2	2.544498444E-2	3.137935030E-2
5.651894566E1	-2.005655318E-2	-3.393776715E-4	4.658794403E-2	5.072294384E-2
5.652366842E1	-1.749005541E-2	2.042986453E-3	5.094528198E-2	5.390266773E-2
5.652839915E1	-7.826071233E-3	-1.695030928E-2	3.153800964E-2	3.664978073E-2
5.653310603E1	8.875887841E-3	-2.565007657E-3	3.602123260E-2	3.718722694E-2
5.653783009E1	-2.979908139E-3	9.271644056E-3	2.148532867E-2	2.358945918E-2
5.654256082E1	-1.716566458E-2	1.866468787E-2	3.554344177E-2	4.366196133E-2
5.654726644E1	1.959152520E-3	6.651498377E-3	4.473876953E-2	4.527293019E-2
5.655198660E1	-5.148999393E-3	8.975848556E-3	4.673862457E-2	4.787041967E-2
5.655672248E1	-5.079355091E-3	4.134044051E-3	2.262115479E-2	2.355009155E-2
5.656145321E1	6.854273379E-3	-7.785901427E-3	3.904247284E-2	4.039698021E-2
5.656615342E1	-1.453207433E-2	-2.435215190E-2	3.634452820E-2	4.609916720E-2
5.657086717E1	6.971579045E-3	-4.136301577E-4	-2.090740204E-2	2.204299127E-2
5.657561488E1	6.883900613E-3	-1.464079693E-2	-8.869171143E-3	1.845001949E-2
5.658031509E1	6.825067103E-3	-1.451217383E-2	-8.795738220E-3	1.829070095E-2
5.658504582E1	-1.458904892E-2	4.598606378E-3	3.141403198E-3	1.561588752E-2
5.658977655E1	9.316056967E-3	-2.153463662E-2	-1.349449158E-2	2.706715343E-2
5.659446785E1	2.090901136E-3	-1.657478511E-2	5.600929260E-3	1.762003909E-2
5.659920748E1	-7.419165224E-3	-1.645778492E-2	-1.342868805E-2	2.249960799E-2
5.660390811E1	-1.447727531E-2	9.732171893E-3	-1.568984985E-2	2.346226883E-2
5.660863842E1	-9.245052934E-5	1.674862951E-2	-2.742290497E-2	3.213317374E-2
5.661336915E1	-9.584508836E-3	-1.183073968E-2	-2.007579803E-2	2.519656480E-2
5.661806936E1	-1.425169036E-2	-1.169758663E-2	-3.298759460E-3	1.873035037E-2
5.662280009E1	-1.647909731E-2	-1.633908972E-2	-1.276302338E-2	2.648435891E-2
5.662750884E1	-6.795786321E-3	5.159769207E-3	-2.689361572E-2	2.821475672E-2
5.663223103E1	9.897854179E-3	9.869445115E-3	-1.243209839E-2	1.870643030E-2
5.663694910E1	9.814083576E-3	9.821891785E-3	-5.209922791E-3	1.483000641E-2
5.664169248E1	-9.251877666E-3	4.973135889E-3	-1.465797424E-2	1.803290131E-2
5.664638936E1	9.806998074E-3	1.205708086E-2	-7.417678833E-3	1.722127665E-2
5.665112342E1	1.209685951E-2	2.854555100E-2	2.136230469E-3	3.107645367E-2
5.665582967E1	2.503234893E-3	2.157010138E-3	-2.555847168E-4	3.314242178E-3
5.666055436E1	1.437363960E-2	1.872815192E-2	-2.635478973E-2	3.538248340E-2
5.666526993E1	1.897060685E-2	-4.040785134E-4	-2.613544464E-2	3.229719292E-2
5.667001582E1	4.517931491E-3	-5.111455917E-3	-1.642704010E-2	1.778725198E-2
5.667471019E1	6.907798350E-3	-9.835418314E-3	-3.052806854E-2	3.280878084E-2
5.667944676E1	4.504088312E-3	4.462607205E-3	-4.213809967E-2	4.261245262E-2
5.668417749E1	-5.026277155E-3	6.749100983E-3	-2.754878998E-2	2.880537546E-2
5.668887769E1	3.529787436E-2	9.072601795E-3	-2.257347107E-2	4.286972864E-2
5.669360842E1	1.599173993E-2	1.132093370E-2	-2.238559723E-2	2.974918905E-2
5.669831092E1	2.063096128E-2	-2.678831294E-2	-1.033496857E-2	3.535621373E-2
5.670303936E1	1.331129856E-2	-1.946750283E-2	-2.448558807E-2	3.399585797E-2
5.670775118E1	1.797290705E-2	-9.834744036E-3	-1.953697205E-2	2.830973075E-2
5.671250082E1	-3.505825996E-3	-9.802050889E-3	-4.310226440E-2	4.434158561E-2
5.671719150E1	-1.299717277E-2	-1.211427152E-2	-3.087902069E-2	3.562577709E-2
5.672193176E1	3.720019013E-3	-2.514995635E-3	-2.350234985E-2	2.392747778E-2
5.672663176E1	1.789739914E-2	-1.197869331E-2	4.215240479E-4	2.154028022E-2
5.673136269E1	1.136958599E-3	4.794199020E-3	-6.700515747E-3	8.317086652E-3
5.673609342E1	1.098379493E-3	7.190030068E-3	1.471042633E-2	1.641035078E-2
5.674079217E1	-1.080409437E-2	7.136978209E-3	3.499984741E-4	1.295327805E-2
5.674552436E1	-2.498047426E-2	2.338651568E-3	3.471374512E-4	2.509210812E-2
5.675025509E1	-2.482939884E-2	4.670966417E-3	5.090713501E-3	2.577270529E-2
5.675495530E1	-3.295280039E-3	2.122139931E-2	7.420539856E-3	2.272159921E-2
5.675968603E1	-5.669806153E-3	6.814174354E-3	5.007076263E-2	5.084939473E-2
5.676441676E1	-5.623672158E-3	1.388294250E-2	4.490852356E-2	4.734065134E-2
5.676911696E1	-2.456097677E-2	-4.909895360E-4	2.792358398E-2	3.719152045E-2
5.677384769E1	-1.966763660E-2	8.955560625E-3	4.192829132E-2	4.716990151E-2
5.677855332E1	-1.710411534E-2	3.021590412E-2	2.496910095E-2	4.276689871E-2
5.678327863E1	-1.221656427E-2	3.841593862E-3	3.662490845E-2	3.879930676E-2
5.678799358E1	2.576671727E-2	-3.357853740E-3	1.970863342E-2	3.261332752E-2
5.679274009E1	-1.481639594E-2	3.767497838E-3	3.615474701E-2	3.925411265E-2
5.679743384E1	-2.829618752E-3	3.687404096E-3	3.110790253E-2	3.145322385E-2
5.680217103E1	-4.901625216E-4	1.234777272E-3	9.491920471E-3	9.584439913E-3
5.680687415E1	1.858040690E-3	1.306807250E-2	2.127838135E-2	2.503989510E-2
5.681160196E1	-1.005094871E-2	2.242963016E-2	-2.628326416E-3	2.471877786E-2
5.681631441E1	8.958794177E-3	8.656457067E-4	-4.979133606E-3	1.028596651E-2
5.682106342E1	1.119968668E-2	-1.811768860E-2	-1.916885376E-4	2.130071281E-2
5.682576363E1	1.816826127E-2	8.141875267E-3	1.642036438E-2	2.580705750E-2
5.683049436E1	8.496031165E-3	1.519946009E-2	2.046585083E-3	1.753267359E-2
5.683522509E1	2.497811429E-2	-1.502592117E-3	6.772994995E-3	2.592368488E-2
5.683992530E1	1.999527030E-2	1.512698084E-2	-2.412986755E-2	3.479780010E-2
5.684463530E1	3.217179328E-3	1.023404300E-2	-2.630138397E-2	2.840508190E-2
5.684935624E1	5.506079644E-3	-6.454646587E-3	-3.557491302E-2	3.657258280E-2
5.685408696E1	1.249373518E-2	-1.620184630E-3	-3.527927399E-2	3.746125452E-2
5.685881769E1	-1.142448932E-2	7.919639349E-3	-2.786636353E-2	3.114119233E-2
5.686351587E1	7.568892092E-3	5.515187979E-3	-2.526187897E-2	2.694193673E-2
5.686824863E1	3.298632801E-4	2.920483798E-2	-2.742385864E-2	4.006369172E-2
5.687297936E1	-2.074692398E-3	2.182186395E-2	-2.719497681E-2	3.492942682E-2
5.687767957E1	-1.392292231E-2	2.873771638E-2	-3.883361816E-2	5.027677404E-2
5.688239644E1	-4.372488707E-3	1.186691225E-2	-3.613662720E-2	3.828574263E-2
5.688714103E1	-1.385676861E-2	9.373992682E-3	-2.159881592E-2	2.732015051E-2
5.689184124E1	-2.086105198E-2	4.529170692E-3	-3.328418732E-2	3.954154780E-2
5.689657196E1	-1.597073302E-2	-2.475604415E-4	-4.249858856E-2	4.540105317E-2
5.690130269E1	-1.117714494E-2	2.820789069E-2	-3.739833832E-2	4.815858569E-2
5.690600290E1	-2.537802234E-2	8.968822658E-3	-3.945922852E-2	4.776520190E-2
5.691073363E1	-1.101412997E-2	8.873127401E-3	-4.150295258E-2	4.384676181E-2
5.691546436E1	-2.521672845E-2	6.377235055E-3	-4.827594757E-2	5.483721031E-2
5.692015759E1	-1.554373279E-2	-1.979840547E-2	-3.838253021E-2	4.589992499E-2
5.692489530E1	-8.324503899E-3	-1.728151366E-2	-4.280853271E-2	4.690968506E-2
5.692959785E1	-1.543033496E-2	-2.182064205E-2	-5.431652069E-2	6.053527960E-2
5.693432624E1	-1.149471849E-3	-1.451324672E-2	-2.776241302E-2	3.134816091E-2
5.693903811E1	-1.777904853E-2	-1.915906370E-2	-3.464984894E-2	4.340249209E-2
5.694375827E1	-1.021455973E-3	-2.376594022E-2	-8.258819580E-3	2.518077417E-2
5.694848790E1	8.477654308E-3	-4.019899666E-2	-2.242660522E-2	4.680579641E-2
5.695321863E1	1.259267330E-3	-3.042152524E-2	-1.274871826E-2	3.300885895E-2
5.695791884E1	-1.097232103E-3	-4.914408177E-2	-2.450752258E-2	5.492689100E-2
5.696264957E1	3.656741232E-3	-4.875548929E-2	-2.946853638E-3	4.898115391E-2
5.696738030E1	1.543378830E-2	-3.879465908E-2	6.567955017E-3	4.226541645E-2
5.697208051E1	1.295915805E-2	-3.843658417E-2	3.261566162E-2	5.204894008E-2
5.697681124E1	1.013617963E-3	-3.330764174E-2	2.522468567E-2	4.179367401E-2
5.698154196E1	2.707778290E-2	-2.590451762E-2	2.501487732E-2	4.505545968E-2
5.698624217E1	5.467280746E-3	-3.991907835E-2	5.328178406E-2	6.680099167E-2
5.699097290E1	2.200280130E-2	-3.717864305E-2	4.334640503E-2	6.119873849E-2
5.699570363E1	7.581029087E-3	-3.680595011E-2	4.061222076E-2	5.533084529E-2
5.700040384E1	2.412691899E-2	-2.700084075E-2	4.264640808E-2	5.594523879E-2
5.700513457E1	2.392491512E-2	-2.908571251E-2	7.076549530E-2	8.016318083E-2
5.700986530E1	-2.377282828E-3	-2.706728876E-3	4.881954193E-2	4.895227808E-2
5.701456551E1	2.614381537E-2	-2.766139805E-4	3.892135620E-2	4.688760567E-2
5.701929624E1	2.355194651E-2	-1.210382208E-2	5.995368958E-2	6.554114423E-2
5.702402696E1	1.860879548E-2	-1.671382040E-2	1.436901093E-2	2.884627422E-2
5.702872717E1	6.587855518E-3	1.670806110E-2	3.797721863E-2	4.200985933E-2
5.703345790E1	1.758083701E-3	9.513080120E-3	4.240512848E-2	4.349464879E-2
5.703818863E1	3.736337274E-2	7.151685655E-3	2.069568634E-2	4.330680851E-2
5.704288884E1	6.231240928E-3	1.184472442E-2	3.238868713E-2	3.504501269E-2
5.704761957E1	-9.404532611E-4	1.889956743E-2	6.016731262E-3	1.985646384E-2
5.705235030E1	-9.059086442E-4	1.163021848E-2	5.966186523E-3	1.310259646E-2
5.705704176E1	-3.244757652E-3	1.871420071E-2	-8.320808411E-3	2.073609445E-2
5.706178124E1	1.813710295E-2	2.808475122E-2	-2.011680603E-2	3.901786308E-2
5.706651196E1	1.374490559E-3	2.788549662E-2	-1.520252228E-2	3.179004293E-2
5.707121217E1	1.565467380E-2	1.819614694E-2	-5.584716797E-3	2.464462694E-2
5.707594290E1	1.789580472E-2	2.276906744E-2	-7.925033569E-4	2.897099101E-2
5.708064311E1	-1.544697583E-2	1.541192085E-2	-1.027679443E-2	2.411947077E-2
5.708537384E1	6.064388901E-3	2.000804618E-2	-1.968383789E-2	2.871501696E-2
5.709010457E1	-8.196569979E-3	2.933975682E-2	-4.562091827E-2	5.485684345E-2
5.709480478E1	1.361984760E-3	3.141926974E-2	-5.947875977E-2	6.728111456E-2
5.709953551E1	8.496157825E-3	2.870749682E-2	-1.230497360E-1	1.266394196E-1
5.710426624E1	2.037261426E-2	2.841920406E-2	-1.813449860E-1	1.846854041E-1
5.710896644E1	1.246303320E-3	1.635251194E-2	-2.130546570E-1	2.136849194E-1
5.711369717E1	-2.721181512E-2	3.995198011E-2	-1.851778030E-1	1.913830252E-1
5.711840363E1	-1.746679470E-2	1.826997101E-2	-1.670236588E-1	1.689253780E-1
5.712312811E1	1.632958651E-3	3.001708537E-2	-1.751232147E-1	1.776846428E-1
5.712784394E1	-5.472712219E-3	2.740082145E-2	-1.285791397E-1	1.315802066E-1
5.713258957E1	-1.477950066E-2	2.717940509E-2	-1.322526932E-1	1.358231518E-1
5.713728978E1	-9.828522801E-3	1.984100044E-2	-9.555721283E-2	9.808897024E-2
5.714202051E1	-2.545394003E-3	5.445152521E-3	-9.950733185E-2	9.968870452E-2
5.714675124E1	4.677213728E-3	1.255327463E-2	-8.918571472E-2	9.018621149E-2
5.715145144E1	7.120918483E-3	7.737413049E-3	-4.335784912E-2	4.461477470E-2
5.715618217E1	-7.093161345E-3	-1.367623359E-2	-4.062366486E-2	4.344691530E-2
5.716088493E1	4.967819899E-3	1.017317176E-2	-3.316497803E-2	3.504409259E-2
5.716561311E1	2.719666809E-3	-1.797299832E-3	-6.136226654E-2	6.144879681E-2
5.717034384E1	-6.572064012E-3	-4.120353609E-3	-4.661273956E-2	4.725374936E-2
5.717504540E1	-4.006829113E-3	1.495932043E-2	-1.300430298E-2	2.022245888E-2
5.717977478E1	2.935755439E-2	-2.784238383E-2	3.930854797E-2	5.641122478E-2
5.718448571E1	1.501329616E-2	8.708462119E-4	8.643913269E-2	8.773756946E-2
5.718923624E1	-8.645292372E-3	-1.339484006E-2	7.385540009E-2	7.555648842E-2
5.719393644E1	-1.075284183E-2	-2.282343432E-2	5.425739288E-2	5.983642239E-2
5.719866717E1	1.395549625E-3	-6.044238806E-3	-7.696151733E-4	6.250815068E-3
5.720336738E1	-1.743379235E-2	-4.395325482E-2	-2.923679352E-2	5.559330733E-2
5.720809811E1	-1.949479803E-2	-4.120719433E-2	6.601333618E-3	4.606145482E-2
5.721280660E1	-1.213134080E-2	-1.950098574E-2	1.841163635E-2	2.943545868E-2
5.721752905E1	-2.511925995E-3	-1.224084198E-2	3.724098206E-2	3.928153166E-2
5.722225978E1	2.337340266E-3	-4.306339473E-2	3.218555450E-2	5.381290778E-2
5.722699051E1	9.547386318E-3	-4.512628540E-2	3.666400909E-2	5.892184470E-2
5.723169071E1	4.832230508E-3	-5.900831148E-2	-3.245449066E-2	6.751759207E-2
5.723642144E1	-4.672732204E-3	-5.379185826E-2	-2.743816376E-2	6.056609011E-2
