"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.553425183E1	2.927430533E-2	-2.232665010E-2	-4.697799683E-3	3.711513948E-2
1.553898147E1	-1.122602448E-2	-2.925249003E-2	4.754543304E-2	5.694119776E-2
1.554369183E1	-3.723560646E-2	-5.273174495E-3	1.325721741E-1	1.378030410E-1
1.554841240E1	-1.085299812E-2	-3.366912156E-2	7.214641571E-2	8.035236534E-2
1.555314313E1	-8.306859061E-3	-5.948342755E-2	3.595066071E-2	6.999808616E-2
1.555785183E1	-3.493139520E-3	-5.431887507E-2	4.751491547E-2	7.225240069E-2
1.556257407E1	5.353969336E-2	7.727779448E-4	-1.711854935E-1	1.793643474E-1
1.556729188E1	3.176411986E-2	1.037640870E-2	-1.286506653E-3	3.344075758E-2
1.557203553E1	-4.686334729E-2	-6.088976562E-2	7.940196991E-2	1.104916725E-1
1.557673574E1	-7.009150833E-2	-2.726661228E-2	7.636833191E-2	1.071839998E-1
1.558145188E1	-7.182538509E-2	-1.996967010E-2	-2.573013306E-3	7.459419592E-2
1.558617188E1	-4.815220833E-3	3.475196287E-2	-4.526329041E-2	5.726823494E-2
1.559089740E1	-9.550133720E-3	2.497764677E-2	-5.675029755E-2	6.273503139E-2
1.559562813E1	-4.260794446E-2	5.793344229E-3	-1.119232178E-2	4.443273382E-2
1.560033188E1	-5.420216173E-2	-8.513312787E-3	1.360197067E-1	1.466687133E-1
1.560505188E1	-1.821431331E-2	3.422046825E-2	3.997135162E-2	5.568222883E-2
1.560978980E1	-6.227321923E-3	1.097902209E-1	6.336688995E-2	1.269174333E-1
1.561449194E1	3.184530511E-2	1.017356515E-1	-6.292343140E-2	1.237886282E-1
1.561922074E1	-2.534250915E-2	2.021668106E-2	-1.731491089E-2	3.675272918E-2
1.562393194E1	-2.275955863E-2	4.850176349E-2	2.554130554E-2	5.935298527E-2
1.562868220E1	-2.491576038E-2	4.098587111E-2	-1.738357544E-2	5.101789334E-2
1.563338240E1	-6.496468931E-2	2.166812867E-2	-1.723861694E-2	7.061932152E-2
1.563809194E1	-3.837854788E-2	7.369785011E-2	2.324390411E-2	8.628189339E-2
1.564281334E1	4.018947855E-2	8.252626657E-2	-3.864383698E-2	9.959480407E-2
1.564754407E1	2.810116298E-2	7.944454253E-2	-1.047630310E-1	1.344485157E-1
1.565225194E1	-2.908347175E-2	2.658586577E-2	4.322910309E-2	5.849283666E-2
1.565697199E1	2.070861682E-2	3.817969188E-2	1.116819382E-1	1.198306764E-1
1.566170574E1	8.689147234E-2	5.922438577E-2	-3.636837006E-2	1.112668602E-1
1.566641199E1	5.308502167E-2	5.388022959E-2	-2.420043945E-2	7.941511151E-2
1.567113668E1	-4.111671820E-3	2.253465727E-2	-4.772663116E-2	5.293909657E-2
1.567585199E1	-6.823034585E-2	1.992490888E-2	1.401281357E-1	1.571250346E-1
1.568059813E1	1.050143875E-2	6.725148857E-2	-4.137802124E-2	7.965666056E-2
1.568529199E1	2.699517831E-2	1.929589361E-2	-4.340744019E-2	5.463768869E-2
1.569002907E1	-2.297721989E-2	-4.671026021E-3	2.814197540E-2	3.662979522E-2
1.569473199E1	3.653503209E-2	-2.131909877E-2	-5.664825439E-4	4.230405944E-2
1.569946001E1	5.998595431E-2	-1.401605830E-2	-6.225585938E-2	8.758171403E-2
1.570417204E1	5.954062939E-2	-6.773814559E-3	-5.936527252E-2	8.435168459E-2
1.570892147E1	3.760245442E-2	9.843222797E-3	1.024856567E-1	1.096090482E-1
1.571361204E1	-3.023894504E-3	-4.723704979E-2	4.230976105E-2	6.348699623E-2
1.571835240E1	5.166058242E-2	-6.579153240E-2	-1.004161835E-1	1.306933488E-1
1.572305204E1	1.798042655E-2	-8.413608372E-2	-3.551197052E-2	9.307672305E-2
1.572778334E1	-3.451461345E-2	-5.972748622E-2	1.427497864E-1	1.585437878E-1
1.573251407E1	2.752256766E-2	-2.134099603E-2	-4.589748383E-2	5.761517911E-2
1.573721204E1	-3.900973871E-2	-1.018622965E-1	-4.551410675E-2	1.181914594E-1
1.574194501E1	-1.967500150E-2	-1.104421318E-1	-6.411743164E-2	1.292115134E-1
1.574665204E1	-1.016039960E-2	-5.016512051E-2	-1.138114929E-2	5.243380203E-2
1.575146595E1	3.252059594E-2	-1.185966283E-2	7.888317108E-2	8.614403893E-2
1.575610668E1	6.323330104E-2	-4.025622457E-2	-1.282129288E-1	1.485179083E-1
1.576083740E1	-8.313378319E-3	-8.502680808E-2	-2.273750305E-2	8.840624637E-2
1.576553209E1	-8.217711002E-3	-7.484783977E-2	-1.305675507E-2	7.642125847E-2
1.577026834E1	-1.144260168E-3	-4.811564833E-2	4.874610901E-2	6.850261374E-2
1.577499907E1	-5.797680467E-3	-5.239756778E-2	-9.640598297E-2	1.098782588E-1
1.577969928E1	-2.473384328E-2	-7.093728334E-2	6.338119507E-2	9.829057462E-2
1.578441209E1	6.374314427E-3	-8.220375329E-2	-2.731609344E-2	8.685768763E-2
1.578916074E1	-3.030940890E-3	-4.122913629E-2	-8.104324341E-3	4.212728753E-2
1.579385209E1	-1.007000357E-2	1.607038453E-2	-1.990222931E-2	2.749110697E-2
1.579859168E1	-1.241655089E-2	4.106890410E-3	2.297592163E-2	2.643728919E-2
1.580329214E1	1.373166032E-2	-3.039199859E-3	2.515697479E-2	2.882132217E-2
1.580802261E1	5.878480151E-2	-7.724788040E-3	-9.606933594E-2	1.128921722E-1
1.581273214E1	8.546831086E-3	-1.005440950E-2	4.392623901E-3	1.390807740E-2
1.581745355E1	-1.977633871E-2	1.136424020E-2	-7.394790649E-2	7.738567311E-2
1.582217214E1	-4.579822719E-2	1.605014503E-2	7.141399384E-2	8.634259253E-2
1.582691501E1	-1.940014958E-2	4.143282771E-3	-2.172470093E-2	2.941930024E-2
1.583161214E1	-1.449398324E-2	1.037209332E-1	8.049011230E-2	1.320862056E-1
1.583634595E1	9.438486770E-3	1.289090365E-1	6.795597076E-2	1.460295816E-1
1.584107668E1	-2.852347493E-2	2.815252915E-2	-2.040672302E-2	4.497319051E-2
1.584577688E1	-4.669619724E-3	-1.953294128E-2	4.857635498E-2	5.256427881E-2
1.585050761E1	4.745946079E-2	6.131473929E-2	7.152557373E-4	7.753972700E-2
1.585521220E1	2.579052746E-2	5.840989202E-2	-1.590156555E-2	6.580065790E-2
1.585993855E1	2.571450174E-2	5.075538531E-2	-4.898738861E-2	7.508068314E-2
1.586465220E1	2.075332776E-2	4.788264632E-2	-2.722358704E-2	5.886061606E-2
1.586940001E1	-6.007077545E-2	5.938300490E-2	-6.496334076E-2	1.065601941E-1
1.587410022E1	-6.194418669E-2	7.078726590E-2	8.744239807E-2	1.284293279E-1
1.587881220E1	-3.060971200E-2	2.271860465E-2	4.162883759E-2	5.644510240E-2
1.588356168E1	-1.137285866E-2	5.869675428E-3	1.992511749E-2	2.368132832E-2
1.588826188E1	-8.850943297E-3	4.608291760E-2	3.637027740E-2	5.936978668E-2
1.589299261E1	-2.522029914E-2	3.378531709E-2	-5.172824860E-2	6.673322143E-2
1.589769225E1	-5.588656664E-2	1.212685555E-2	2.938079834E-2	6.429308102E-2
1.590242355E1	-2.940419503E-2	1.203279570E-2	6.710243225E-2	7.424372884E-2
1.590715428E1	1.818540320E-2	6.648777425E-2	3.806877136E-2	7.874366240E-2
1.591185225E1	4.645165429E-2	8.255074918E-2	4.012489319E-2	1.028707414E-1
1.591657225E1	6.278549880E-2	1.071122289E-2	2.318000793E-2	6.777950961E-2
1.592131595E1	-1.638334244E-3	-4.157469422E-2	-2.921676636E-2	5.084052296E-2
1.592601225E1	-1.586325653E-2	1.098195463E-2	5.407714844E-2	5.741588821E-2
1.593073225E1	-2.296304889E-2	8.552245796E-3	7.260799408E-2	7.663134689E-2
1.593547761E1	-6.275305524E-3	-2.713353746E-2	1.742649078E-2	3.285256300E-2
1.594017225E1	5.778772384E-2	-1.029055566E-2	1.728153229E-2	6.118797202E-2
1.594489230E1	7.156997919E-2	6.384126842E-3	-4.219055176E-3	7.197790927E-2
1.594963928E1	8.294871449E-2	-3.168486059E-2	-5.163955688E-2	1.027183696E-1
1.595433949E1	3.722681105E-2	-7.652682066E-2	-5.595588684E-2	1.018491581E-1
1.595905230E1	-2.235106565E-2	-1.209671423E-1	1.807022095E-2	1.243348404E-1
1.596377230E1	-3.165777773E-2	-5.585655198E-2	2.266502380E-2	6.808724251E-2
1.596850115E1	-1.015156135E-2	1.574609056E-2	1.221380234E-1	1.235665421E-1
1.597321230E1	1.740163192E-3	-3.663767129E-2	4.044246674E-2	5.459798752E-2
1.597796261E1	-1.474486478E-2	-7.434784621E-2	-3.819847107E-2	8.487718460E-2
1.598266282E1	-3.826835752E-2	-7.137639821E-2	-3.313446045E-2	8.750399921E-2
1.598737230E1	1.897068694E-2	-4.939085990E-2	3.832817078E-2	6.533293718E-2
1.599209376E1	2.347328700E-2	-5.366217345E-2	-1.894187927E-2	6.155825576E-2
1.599681235E1	3.036708012E-2	-7.221920788E-2	2.155494690E-2	8.125508771E-2
1.600155522E1	1.361515746E-2	-5.740126967E-2	-9.964179993E-2	1.157962286E-1
1.600625235E1	-5.398966372E-3	-1.183129847E-2	-1.035566330E-1	1.043700374E-1
1.601098615E1	-1.012892090E-2	2.152261510E-2	-3.150749207E-2	3.947834920E-2
1.601569235E1	-1.479139924E-2	-3.314249963E-2	-3.599166870E-2	5.111370647E-2
1.602041709E1	-5.017865449E-2	-4.483589903E-2	4.261398315E-2	7.964990124E-2
1.602513235E1	-5.199479312E-2	-4.928497598E-2	-1.469039917E-2	7.313190272E-2
1.602987855E1	-4.195861146E-2	-1.333035156E-2	-7.626152039E-2	8.805704310E-2
1.603457876E1	-2.262715809E-2	-2.982266620E-2	-1.041011810E-1	1.106274631E-1
1.603929240E1	1.775949076E-2	-8.155550808E-3	-3.574371338E-3	1.986677255E-2
1.604401240E1	-8.519157767E-3	2.985753864E-2	7.950592041E-2	8.535361763E-2
1.604873240E1	2.010919899E-2	2.955967933E-2	6.460762024E-2	7.383968526E-2
1.605347115E1	-3.591621295E-3	-3.984235227E-3	-6.406497955E-2	6.428915522E-2
1.605817240E1	-1.780010760E-2	3.636697307E-2	-5.403995514E-2	6.752567891E-2
1.606290209E1	-2.248288132E-2	6.222848222E-2	-1.034212112E-1	1.227754490E-1
1.606761240E1	3.721192479E-3	2.389011905E-2	-8.594989777E-2	8.928588907E-2
1.607233303E1	-1.060416549E-2	-1.421226189E-2	6.900215149E-2	7.124418309E-2
1.607706376E1	2.747736871E-2	4.283432290E-2	3.520679474E-2	6.188136557E-2
1.608177246E1	2.727516741E-2	9.460397065E-2	1.694679260E-3	9.847191456E-2
1.608649470E1	3.182033822E-2	9.385038912E-2	-9.323501587E-2	1.360632120E-1
1.609122542E1	2.203448862E-2	2.903539315E-2	-4.500007629E-2	5.791009938E-2
1.609593246E1	7.584722713E-3	2.645538747E-2	1.232433319E-2	3.015468013E-2
1.610065636E1	9.893119335E-3	7.127054036E-2	7.391738892E-2	1.031559214E-1
1.610538709E1	2.774987370E-3	5.167243257E-2	-3.822422028E-2	6.433375365E-2
1.611011782E1	-3.035767563E-2	6.219938397E-3	-3.078842163E-2	4.368298307E-2
1.611481803E1	-5.394616723E-2	3.857690841E-3	9.760379791E-2	1.115866126E-1
1.611954876E1	-1.084191166E-2	2.287155762E-2	2.797508240E-2	3.772612399E-2
1.612427949E1	-1.075268537E-2	-8.131574839E-3	6.096267700E-2	6.243549262E-2
1.612897970E1	-1.058080979E-2	1.406643540E-3	6.994628906E-2	7.075602826E-2
1.613371042E1	-1.752815582E-2	2.275785804E-2	-2.080631256E-2	3.546912730E-2
1.613844115E1	3.699703515E-2	5.579555780E-2	2.682399750E-2	7.212109068E-2
1.614313251E1	6.976898015E-2	5.302015692E-2	-8.993148804E-3	8.808929762E-2
1.614787209E1	3.605034202E-2	-1.388354972E-2	4.802989960E-2	6.163806752E-2
1.615260282E1	1.458924450E-2	-1.147207618E-2	1.915645599E-2	2.667254006E-2
1.615730303E1	-1.163531654E-2	-3.749925643E-2	3.086185455E-2	4.994025321E-2
1.616203376E1	-1.165128686E-2	-3.243392706E-2	2.129554749E-3	3.452893154E-2
1.616673397E1	1.457457244E-2	-1.281291246E-3	-8.093929291E-2	8.225101219E-2
1.617146470E1	-1.868410595E-2	-1.552894711E-2	4.786968231E-2	5.368193829E-2
1.617617256E1	-1.841809601E-2	-2.485637926E-2	5.933570862E-2	6.691630719E-2
1.618089563E1	-3.021427244E-2	-1.755176857E-2	1.276540756E-1	1.323500278E-1
1.618562636E1	-1.601487398E-3	-1.262496039E-2	4.591083527E-2	4.764198969E-2
1.619035709E1	7.836185396E-4	-3.864259273E-2	3.603649139E-2	5.284404170E-2
1.619505730E1	1.269609667E-2	-5.975322425E-2	2.517700195E-3	6.113900141E-2
1.619977256E1	2.922745608E-2	7.136505097E-3	9.614944458E-3	3.158513971E-2
1.620451876E1	3.141206875E-2	7.055919617E-3	-1.186008453E-1	1.228928988E-1
1.620921897E1	1.691204682E-2	-3.333492950E-2	-1.152410507E-1	1.211517009E-1
1.621394970E1	-2.269295976E-3	-4.725957662E-2	-5.021190643E-2	6.899168670E-2
1.621868043E1	1.192971878E-2	-3.742337599E-2	6.410408020E-2	7.518085101E-2
1.622337261E1	1.431298442E-2	-3.009739704E-2	-1.947975159E-2	3.860279205E-2
1.622809261E1	9.558545426E-3	-3.466945142E-2	-9.050273895E-2	9.738625370E-2
1.623284209E1	9.505748749E-3	-1.781979203E-2	-3.754520416E-2	4.263269406E-2
1.623753261E1	-2.466937527E-3	-1.766452566E-2	-3.011417389E-2	3.499978166E-2
1.624227303E1	-2.447970212E-3	1.444321126E-3	2.471256256E-2	2.487547728E-2
1.624697261E1	2.344464883E-3	-4.610228539E-2	6.484699249E-2	7.959930696E-2
1.625170397E1	1.189928316E-2	-6.483451277E-2	2.613067627E-3	6.596919818E-2
1.625641261E1	2.362972125E-3	-5.487968400E-2	-8.757686615E-2	1.033782900E-1
1.626113490E1	1.423424669E-2	-2.125122957E-2	-7.498264313E-2	7.922515577E-2
1.626585266E1	-3.091480955E-2	-2.824204229E-2	-7.916450500E-3	4.261465230E-2
1.627057266E1	-9.246887639E-3	-2.093732916E-2	-1.259708405E-2	2.612591070E-2
1.627529267E1	1.218483783E-2	-1.828905195E-3	2.784729004E-2	3.045138305E-2
1.628002730E1	-1.396358572E-2	-1.844506711E-2	-1.509666443E-2	2.762447291E-2
1.628475803E1	-4.328791052E-3	7.817253470E-3	-7.343292236E-4	8.965886638E-3
1.628945267E1	3.596172109E-2	1.013184339E-2	4.910182953E-2	6.169999431E-2
1.629417266E1	3.328788280E-2	-4.211038351E-3	-1.774787903E-2	3.795791348E-2
1.629891970E1	1.888455823E-2	-6.541900337E-3	-1.048183441E-2	2.256749548E-2
1.630361266E1	6.972873583E-3	-3.970088810E-2	2.757167816E-2	4.883624595E-2
1.630835063E1	1.640516520E-2	9.758695960E-4	-1.774311066E-2	2.418470058E-2
1.631305272E1	2.101295441E-2	2.942125127E-2	-7.928943634E-2	8.714338182E-2
1.631778157E1	-1.475666650E-2	2.912686393E-2	-1.456165314E-2	3.575157550E-2
1.632249272E1	-5.059853196E-3	2.789147198E-3	-2.393150330E-2	2.461906388E-2
1.632721272E1	-2.151744440E-2	3.127517924E-2	-1.898670197E-2	4.244563701E-2
1.633193272E1	-4.841223359E-3	3.582297266E-2	6.422138214E-2	7.369605646E-2
1.633665272E1	9.379364550E-3	1.654828340E-2	6.605911255E-2	6.874317794E-2
1.634137272E1	3.071179800E-2	-1.680316776E-2	1.567840576E-2	3.835848524E-2
1.634609272E1	2.099102736E-2	-4.875816405E-3	8.436298370E-2	8.707186592E-2
1.635083563E1	1.372412220E-2	2.361806110E-2	-1.362895966E-2	3.052724818E-2
1.635553277E1	-6.012786180E-4	1.393632963E-2	3.157043457E-2	3.451485417E-2
1.636026657E1	-5.371667445E-3	1.379881427E-2	2.418804169E-2	2.836059673E-2
1.636497277E1	-1.487562992E-2	-1.243905723E-2	3.585052490E-2	4.075873705E-2
1.636969751E1	-1.466910355E-2	-1.713041961E-2	-2.614212036E-2	3.452599502E-2
1.637441277E1	-2.158296481E-2	9.092900902E-3	-1.168727875E-2	2.617437108E-2
1.637915897E1	-1.903165691E-2	-2.419646457E-2	-2.099037170E-3	3.085577449E-2
1.638385277E1	-7.037879899E-3	-2.315007150E-4	-4.716587067E-2	4.768862235E-2
1.638858990E1	-3.548331931E-2	1.404254138E-2	3.390502930E-2	5.104713439E-2
1.639329282E1	-2.335234731E-2	-5.022887141E-3	9.294509888E-2	9.596537358E-2
1.639802084E1	2.942532301E-3	1.640967280E-2	6.132316589E-2	6.354893023E-2
1.640273282E1	2.187202498E-2	4.947223514E-2	6.235122681E-3	5.444964905E-2
1.640748230E1	-1.956218854E-3	-1.265644655E-2	1.804828644E-2	2.213036545E-2
1.641217282E1	-2.332522720E-2	-3.392811120E-2	1.552486420E-2	4.400232223E-2
1.641697428E1	-3.268058971E-2	-2.889268659E-2	1.064968109E-2	4.490238289E-2
1.642161345E1	-3.243699670E-2	-1.680830121E-2	-8.422851562E-3	3.749162804E-2
1.642633282E1	-2.267643623E-2	-1.668939739E-2	-2.496242523E-2	3.762817321E-2
1.643113595E1	-3.907063603E-2	-4.735998809E-3	1.347541809E-3	3.937969215E-2
1.643577282E1	-1.264459081E-2	-9.518049657E-3	-5.561351776E-2	5.782164217E-2
1.644050584E1	4.013735801E-3	-7.086984813E-3	-6.701469421E-2	6.750781191E-2
1.644521287E1	-7.947888225E-4	2.145336568E-2	-2.374458313E-2	3.201068285E-2
1.644993678E1	1.104682870E-2	4.643142223E-3	5.475807190E-2	5.605388151E-2
1.645465287E1	1.332638040E-2	-4.936169833E-3	-5.021095276E-3	1.507214600E-2
1.645939824E1	-3.311622888E-3	1.166583598E-2	-1.446914673E-2	1.887895077E-2
1.646409287E1	6.317660213E-3	4.476801306E-2	-3.807640076E-2	5.910922194E-2
1.646882918E1	-1.269095577E-2	3.962812200E-2	3.579998016E-2	5.489159309E-2
1.647353287E1	-1.021343470E-2	2.501171455E-2	-9.059906006E-5	2.701681552E-2
1.647826011E1	1.125450432E-2	2.947191149E-2	-4.754734039E-2	5.706143192E-2
1.648297293E1	1.115975156E-2	5.476534367E-3	-3.054046631E-2	3.297351310E-2
1.648772157E1	3.948409855E-2	1.490131393E-2	-4.689693451E-2	6.309013918E-2
1.649242178E1	2.248807251E-2	3.848497197E-2	-4.413318634E-2	6.272594845E-2
1.649713293E1	3.659251332E-2	4.288890585E-2	-6.986618042E-2	8.977612958E-2
1.650185292E1	7.895752788E-3	5.200194567E-2	-2.894496918E-2	6.003629325E-2
1.650657292E1	7.800711319E-3	3.733811900E-2	-7.347106934E-3	3.884541424E-2
1.651131418E1	2.191553637E-2	2.991515771E-2	1.169681549E-2	3.888473849E-2
1.651601293E1	1.224010251E-2	2.489903569E-2	-7.383346558E-3	2.871055371E-2
1.652074511E1	3.002770245E-4	2.229736745E-2	1.166057587E-2	2.516409727E-2
1.652545298E1	5.042260513E-3	1.734469458E-2	9.189605713E-3	2.026602266E-2
1.653017605E1	1.695752144E-4	2.429779619E-2	9.113311768E-3	2.595118700E-2
1.653490678E1	-2.233868465E-3	2.879193425E-2	-1.231765747E-2	3.139570563E-2
1.653961298E1	-1.173594221E-2	9.519964457E-3	1.151466370E-2	1.899867214E-2
1.654433772E1	-6.865672767E-3	1.413723454E-2	-7.563591003E-3	1.744152435E-2
1.654906845E1	3.830304742E-2	1.871595532E-2	-3.834819794E-2	5.734103862E-2
1.655377298E1	1.665450633E-2	9.075243026E-3	-3.565597534E-2	4.038664624E-2
1.655849938E1	-2.147969045E-2	1.609708369E-2	1.921749115E-2	3.301219731E-2
1.656321298E1	-9.381713346E-3	-1.725061983E-2	-2.299308777E-3	1.977086874E-2
1.656796084E1	-2.111298591E-2	-3.133731335E-2	3.094005585E-2	4.883720342E-2
1.657266105E1	5.163386464E-3	-2.872435004E-2	2.830982208E-2	4.065949915E-2
1.657739178E1	-1.971714199E-3	-6.884527206E-2	4.345893860E-3	6.901047700E-2
1.658209303E1	-1.139222458E-2	-6.591966748E-2	1.854705811E-2	6.942030471E-2
1.658682272E1	7.740525529E-3	-4.638045654E-2	6.527900696E-3	4.747289723E-2
1.659153303E1	1.716611534E-2	-3.652361780E-2	5.155754089E-2	6.547388943E-2
1.659625365E1	1.224773005E-2	-4.095838219E-2	4.875469208E-2	6.484301013E-2
1.660097303E1	2.646525204E-2	-4.772906750E-2	8.008956909E-3	5.515992061E-2
1.660571511E1	7.344339043E-3	-6.868059188E-2	2.692604065E-2	7.413484122E-2
1.661041308E1	2.185832709E-4	-6.098299474E-2	3.382015228E-2	6.973360830E-2
1.661514605E1	-6.875278428E-3	-5.809517950E-2	6.913185120E-2	9.056231106E-2
1.661985308E1	-2.105655335E-2	-4.808484018E-2	5.194568634E-2	7.385042060E-2
1.662457699E1	7.619924843E-3	-6.191478297E-2	8.473300934E-2	1.052197057E-1
1.662929308E1	9.927885607E-3	-6.376498938E-2	4.131507874E-2	7.662553435E-2
1.663403845E1	-4.393421113E-3	-2.285963669E-2	4.334354401E-2	4.919886123E-2
1.663873308E1	4.315536842E-2	-1.548798755E-2	3.586292267E-2	5.821007476E-2
1.664346938E1	1.197506301E-2	-8.261512965E-3	4.505538940E-2	4.734599080E-2
1.664820011E1	3.762356937E-5	-8.241921663E-3	4.705238342E-2	4.776879184E-2
1.665289313E1	3.093915060E-2	-1.075636595E-3	-3.169059753E-3	3.111962361E-2
1.665763105E1	2.599045075E-2	1.314937323E-2	-3.873634338E-2	4.846559445E-2
1.666233313E1	9.162418544E-3	2.965675294E-2	-3.841400146E-2	4.938733053E-2
1.666706199E1	-5.124477670E-3	8.088525385E-3	-4.874229431E-3	1.074442306E-2
1.667179272E1	-9.744549170E-3	1.989244297E-2	-7.206916809E-3	2.329388709E-2
1.667649313E1	-4.862982780E-3	2.447929978E-2	-2.850246429E-2	3.788502594E-2
1.668121313E1	-1.663219556E-2	2.431008965E-2	-3.775596619E-2	4.788656775E-2
1.668595438E1	-9.348127991E-3	2.651532739E-2	-4.456043243E-2	5.268853976E-2
1.669065319E1	1.917539537E-2	5.240293220E-2	-3.849983215E-3	5.593375958E-2
1.669538532E1	1.669768244E-2	4.722739384E-2	8.047103882E-3	5.073455635E-2
1.670009318E1	7.121836767E-3	3.494846821E-2	-8.630752563E-3	3.669612894E-2
1.670481626E1	-1.192169450E-2	5.599207804E-2	-1.093101501E-2	5.828144380E-2
1.670953318E1	-9.422633797E-3	6.739677489E-2	-4.406166077E-2	8.107121094E-2
1.671425318E1	-7.000168785E-3	6.446923316E-2	-2.945613861E-2	7.122463400E-2
1.671897792E1	2.492735162E-3	4.021014646E-2	-1.734638214E-2	4.386304344E-2
1.672369319E1	7.244547829E-3	4.700059444E-2	-4.330348969E-2	6.431742819E-2
1.672843938E1	6.456486881E-5	3.709628060E-2	-2.158641815E-2	4.291982819E-2
1.673313324E1	7.181718946E-3	6.998661160E-2	-3.089809418E-2	7.684006191E-2
1.673787032E1	1.658404619E-2	5.277198181E-2	-5.199718475E-2	7.591850811E-2
1.674257324E1	1.404381916E-2	2.858230844E-2	-3.495311737E-2	4.728527917E-2
1.674730126E1	1.392550208E-2	2.832292765E-2	-2.517032623E-2	4.036896285E-2
1.675201324E1	6.661443040E-3	1.851833239E-2	-3.207969666E-2	3.763522812E-2
1.675676272E1	3.505125642E-2	1.594178379E-2	-5.710601807E-3	3.892739421E-2
1.676145324E1	6.283294410E-3	3.923498094E-3	4.416847229E-2	4.478534995E-2
1.676619365E1	1.334845833E-2	1.496754587E-3	1.058006287E-2	1.709851878E-2
1.677089324E1	-3.457769752E-3	-1.514695957E-2	1.998329163E-2	2.531241790E-2
1.677562459E1	-1.052119024E-2	-8.048079908E-4	-8.696269989E-2	8.760053842E-2
1.678033329E1	1.089291647E-2	-7.910106331E-3	-8.153915405E-4	1.348667026E-2
1.678505553E1	2.249740437E-2	-3.874080628E-2	8.936119080E-2	9.996202126E-2
1.678977329E1	2.233643085E-2	-2.663068660E-2	-1.816177368E-2	3.921682846E-2
1.679451699E1	2.706324123E-2	-1.939577237E-2	-5.360317230E-2	6.310241748E-2
1.679921720E1	8.739680052E-4	-1.693801954E-2	-8.400344849E-2	8.569853957E-2
1.680393329E1	-1.345604099E-2	-1.673433930E-2	-3.110122681E-2	3.779404000E-2
1.680867865E1	-1.591519639E-2	-4.263368249E-2	9.254741669E-2	1.031307359E-1
1.681337329E1	-8.693175390E-3	-7.317480445E-2	5.143737793E-2	8.986616245E-2
1.681810959E1	-3.223875538E-2	-5.139874667E-2	8.297920227E-3	6.123743943E-2
1.682281334E1	-4.606948793E-2	-2.729063109E-2	-1.175317764E-1	1.291545382E-1
1.682754053E1	-6.483811140E-2	-6.262169778E-2	9.208679199E-3	9.061047123E-2
1.683225334E1	-5.265801772E-2	-7.158458233E-2	7.320022583E-2	1.151324990E-1
1.683700199E1	9.530564770E-3	-6.394702941E-2	1.089572906E-2	6.556501466E-2
1.684169334E1	-4.620648921E-3	-7.060940564E-2	-3.190708160E-2	7.762152032E-2
1.684643293E1	2.563303337E-3	-5.580493808E-2	-6.248760223E-2	8.381802951E-2
1.685113334E1	-2.129954472E-2	-5.530527234E-2	-3.586578369E-2	6.927263669E-2
1.685586386E1	-9.427208453E-3	-5.958342180E-2	3.561782837E-2	7.005487927E-2
1.686057339E1	-6.921237335E-3	-4.481490701E-2	-3.586483002E-2	5.781492410E-2
1.686529480E1	-3.528348356E-2	-3.022531420E-2	1.189136505E-2	4.795725590E-2
1.687001339E1	-4.213703424E-2	-1.810205355E-2	7.046699524E-3	4.639902985E-2
1.687475626E1	-1.811439358E-2	-2.269004658E-2	-1.316070557E-4	2.903423477E-2
1.687945339E1	7.998012006E-3	-8.256811649E-3	3.546333313E-2	3.727990251E-2
1.688418720E1	-2.769104764E-2	-1.061007008E-2	2.330398560E-2	3.771529466E-2
1.688891792E1	-2.034277469E-2	-8.197914809E-3	1.836395264E-2	2.860540239E-2
1.689361339E1	1.304598711E-2	-1.998716034E-2	3.973960876E-3	2.419662628E-2
1.689834886E1	2.951826155E-2	8.604791015E-3	-1.029682159E-2	3.242521748E-2
1.690305345E1	2.455325983E-2	-3.352332860E-3	-3.868484497E-2	4.594146204E-2
1.690777980E1	2.672040276E-2	1.320867613E-2	-2.175235748E-2	3.690005562E-2
1.691249345E1	2.892534062E-2	3.206061199E-2	9.275436401E-3	4.416550568E-2
1.691724126E1	-9.339358658E-3	4.131995514E-2	4.241943359E-2	5.994973444E-2
1.692193345E1	-1.409196109E-2	2.909017354E-2	7.291412354E-2	7.975770166E-2
1.692665345E1	-2.349514514E-2	2.882668003E-2	6.281471252E-2	7.299785912E-2
1.693140292E1	2.801220864E-3	3.093812987E-2	6.703662872E-2	7.388453362E-2
1.693609345E1	1.224034466E-2	3.065928444E-2	4.512214661E-2	5.590908579E-2
1.694083386E1	1.682664454E-2	2.329198644E-2	4.949092865E-2	5.722765605E-2
1.694553407E1	4.793034866E-3	1.720953733E-3	3.484153748E-2	3.521175370E-2
1.695025350E1	1.187061518E-2	1.589486748E-2	2.980613708E-2	3.580452660E-2
1.695499553E1	3.809709474E-2	3.952625766E-2	-1.365451813E-1	1.471675922E-1
1.695969350E1	4.502316937E-3	5.120724812E-2	9.001541138E-2	1.036591887E-1
1.696442647E1	-6.468761712E-4	3.163600713E-2	2.957067490E-1	2.973949172E-1
1.696913350E1	3.051178344E-2	1.476907730E-2	-2.501478195E-1	2.524342017E-1
