"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.362923480E-1,9.270538390E-2,5.597034693E-1,1.005793571E1,1.007392342E1
4.388035460E-1,4.958676547E-2,5.597034693E-1,1.003398132E1,1.004970189E1
4.413147440E-1,3.281841427E-2,5.141893625E-1,1.005074883E1,1.006394653E1
4.438258900E-1,5.677320808E-2,5.285622478E-1,1.005554008E1,1.006958230E1
4.463370870E-1,8.312346786E-2,5.477260947E-1,1.004595757E1,1.006122144E1
4.488482850E-1,5.437772721E-2,5.333532095E-1,1.006033134E1,1.007460616E1
4.513594310E-1,5.198224634E-2,5.213758349E-1,1.004356289E1,1.005722081E1
4.538706290E-1,6.635511667E-2,5.573079586E-1,9.988467216E0,1.000422273E1
4.563818270E-1,7.354155183E-2,5.070029497E-1,9.969303131E0,9.982457877E0
4.589412540E-1,6.635511667E-2,4.878390431E-1,9.971697807E0,9.983844304E0
4.614524000E-1,1.238466054E-1,5.309576988E-1,9.966906548E0,9.981807461E0
4.639635980E-1,1.621742547E-1,4.998164773E-1,9.918997765E0,9.932906607E0
4.664595870E-1,1.310330331E-1,5.141893625E-1,9.914206505E0,9.928396194E0
4.689707850E-1,1.022872925E-1,5.070029497E-1,9.952533722E0,9.965964187E0
4.714818790E-1,1.262420863E-1,5.022119284E-1,9.904624939E0,9.918152503E0
4.740286500E-1,1.334285140E-1,4.710707664E-1,9.916602135E0,9.928681118E0
4.765305250E-1,1.478013843E-1,4.902345538E-1,9.883066177E0,9.896321146E0
4.790148480E-1,1.669652164E-1,5.141893625E-1,9.897438049E0,9.912191888E0
4.815398480E-1,1.382194757E-1,5.213758349E-1,9.940556526E0,9.955179628E0
4.840766710E-1,1.645697355E-1,4.902345538E-1,9.904624939E0,9.918115158E0
4.865780250E-1,1.789426059E-1,4.830481410E-1,9.868693352E0,9.882128538E0
4.891532850E-1,1.406149566E-1,4.734662175E-1,9.904624939E0,9.916931885E0
4.916369310E-1,1.573833078E-1,5.117939115E-1,9.911810875E0,9.926263010E0
4.941595350E-1,1.861290336E-1,5.261667371E-1,9.935766220E0,9.951429336E0
4.966936500E-1,1.406149566E-1,5.309576988E-1,9.921393394E0,9.936585708E0
4.991949520E-1,1.334285140E-1,4.878390431E-1,9.930974960E0,9.943845019E0
5.016963580E-1,1.454059035E-1,4.878390431E-1,9.959720612E0,9.972721016E0
5.042658900E-1,1.142646894E-1,5.381441116E-1,9.959720612E0,9.974903015E0
5.067671920E-1,1.262420863E-1,5.261667371E-1,9.983675957E0,9.998328566E0
5.093263580E-1,1.142646894E-1,5.093984008E-1,9.986070633E0,9.999707488E0
5.118934420E-1,8.791442215E-2,5.093984008E-1,9.986070633E0,9.999441102E0
5.143665670E-1,1.046827734E-1,5.237712860E-1,1.001002598E1,1.002426630E1
5.168795870E-1,8.072798699E-2,5.429351330E-1,1.000044346E1,1.001549624E1
5.194148480E-1,4.479580373E-2,5.309576988E-1,9.995653152E0,1.000984539E1
5.219258900E-1,1.118692085E-1,5.333532095E-1,1.005793571E1,1.007268838E1
5.244417230E-1,1.022872925E-1,4.902345538E-1,1.003877163E1,1.005125507E1
5.269643790E-1,1.046827734E-1,4.878390431E-1,9.986070633E0,9.998527497E0
5.294918790E-1,7.593703270E-2,5.285622478E-1,9.995653152E0,1.000990641E1
5.320095350E-1,5.677320808E-2,5.117939115E-1,1.004116726E1,1.005436205E1
5.345349000E-1,1.214511245E-1,4.926300645E-1,1.001960754E1,1.003244587E1
5.370584940E-1,1.142646894E-1,5.213758349E-1,1.001481724E1,1.002903054E1
5.395809420E-1,9.510086477E-2,5.525169969E-1,9.957324982E0,9.973095808E0
5.421059420E-1,8.312346786E-2,5.429351330E-1,9.969303131E0,9.984422517E0
5.446438580E-1,8.551894873E-2,5.141893625E-1,1.004356289E1,1.005708008E1
5.471526600E-1,1.094737351E-1,5.453305840E-1,1.001960754E1,1.003503390E1
5.496751080E-1,1.358239949E-1,5.189803243E-1,9.945347786E0,9.959805787E0
5.521989620E-1,9.749633819E-2,5.165848136E-1,9.959720612E0,9.973585116E0
5.547192750E-1,1.190556437E-1,5.333532095E-1,9.978884697E0,9.993837085E0
5.572297440E-1,8.551894873E-2,5.117939115E-1,9.916602135E0,9.930168397E0
5.597400040E-1,8.072798699E-2,5.165848136E-1,9.966906548E0,9.980611354E0
5.622524520E-1,1.094737351E-1,5.070029497E-1,9.878274918E0,9.891883129E0
5.647606810E-1,9.270538390E-2,5.046074390E-1,9.902229309E0,9.915511497E0
5.672740670E-1,9.510086477E-2,5.357487202E-1,9.940556526E0,9.955437455E0
5.697844310E-1,1.190556437E-1,5.381441116E-1,9.952533722E0,9.967783145E0
5.722953170E-1,1.142646894E-1,4.902345538E-1,9.885460854E0,9.898268668E0
5.748073480E-1,9.510086477E-2,5.189803243E-1,9.868693352E0,9.882787725E0
5.773182330E-1,9.989181161E-2,4.998164773E-1,9.897438049E0,9.910553709E0
5.798296920E-1,1.022872925E-1,5.237712860E-1,9.933370590E0,9.947695730E0
5.823407850E-1,9.989181161E-2,5.573079586E-1,9.990861893E0,1.000689222E1
5.848500040E-1,1.190556437E-1,5.117939115E-1,9.978884697E0,9.992709695E0
5.873631810E-1,1.214511245E-1,5.117939115E-1,9.926183701E0,9.940110977E0
5.898746920E-1,9.030990303E-2,5.165848136E-1,9.942953110E0,9.956773187E0
5.923853690E-1,1.118692085E-1,5.213758349E-1,9.974094391E0,9.988338520E0
5.948955250E-1,1.022872925E-1,5.309576988E-1,9.952533722E0,9.967211559E0
5.974083370E-1,7.833251357E-2,4.998164773E-1,1.001242065E1,1.002519426E1
5.999187540E-1,9.989181161E-2,5.070029497E-1,9.990861893E0,1.000421670E1
6.024312540E-1,8.072798699E-2,5.381441116E-1,9.962116241E0,9.976967280E0
6.049402650E-1,8.791442215E-2,5.620989203E-1,9.993257523E0,1.000943955E1
6.074515670E-1,8.312346786E-2,5.333532095E-1,1.004356289E1,1.005805800E1
6.099616710E-1,9.510086477E-2,5.141893625E-1,1.002919006E1,1.004281276E1
6.124756290E-1,6.156416237E-2,4.974210262E-1,9.959720612E0,9.972324327E0
6.149853690E-1,8.072798699E-2,5.237712860E-1,1.000523472E1,1.001926021E1
6.174972960E-1,9.989181161E-2,5.309576988E-1,9.957324982E0,9.971971482E0
6.200077650E-1,1.238466054E-1,5.405396223E-1,1.001481724E1,1.003015879E1
6.225182850E-1,8.551894873E-2,5.740762949E-1,9.940556526E0,9.957486688E0
6.250297440E-1,9.030990303E-2,5.213758349E-1,9.986070633E0,1.000007977E1
6.275412540E-1,9.270538390E-2,4.758616686E-1,9.959720612E0,9.971513089E0
6.300528170E-1,8.551894873E-2,5.309576988E-1,9.964511871E0,9.979014300E0
6.325642750E-1,6.875059754E-2,5.093984008E-1,9.933370590E0,9.946660980E0
6.350744310E-1,9.749633819E-2,5.237712860E-1,9.938161850E0,9.952432007E0
6.375858900E-1,1.430104375E-1,5.117939115E-1,9.969303131E0,9.983455810E0
6.400976080E-1,1.262420863E-1,4.998164773E-1,9.986070633E0,9.999367993E0
6.426096920E-1,1.022872925E-1,5.213758349E-1,9.935766220E0,9.949962102E0
6.451041190E-1,1.238466054E-1,5.405396223E-1,9.981280327E0,9.996673348E0
6.476318270E-1,8.072798699E-2,4.950255156E-1,9.971697807E0,9.984303903E0
6.501402120E-1,1.142646894E-1,5.022119284E-1,9.952533722E0,9.965851731E0
6.526542230E-1,7.114607096E-2,5.525169969E-1,9.926183701E0,9.941803642E0
6.551646920E-1,7.354155183E-2,5.237712860E-1,9.897438049E0,9.911560153E0
6.576768790E-1,7.833251357E-2,4.902345538E-1,9.902229309E0,9.914666469E0
6.601875560E-1,1.166601628E-1,4.854436517E-1,9.964511871E0,9.977011675E0
6.626992750E-1,1.430104375E-1,4.998164773E-1,9.990861893E0,1.000437853E1
6.652101080E-1,1.070782542E-1,5.141893625E-1,9.940556526E0,9.954422158E0
6.677231810E-1,9.989181161E-2,5.141893625E-1,9.942953110E0,9.956740713E0
6.702335980E-1,9.270538390E-2,5.093984008E-1,9.962116241E0,9.975562191E0
6.727464100E-1,8.791442215E-2,4.854436517E-1,9.962116241E0,9.974324262E0
6.752551600E-1,9.989181161E-2,5.022119284E-1,9.945347786E0,9.958520863E0
6.777668270E-1,1.190556437E-1,5.381441116E-1,9.988467216E0,1.000366186E1
6.802781810E-1,1.046827734E-1,5.189803243E-1,9.971697807E0,9.985742647E0
6.827896920E-1,6.156416237E-2,5.381441116E-1,9.976489067E0,9.991182279E0
6.853009940E-1,9.270538390E-2,5.189803243E-1,9.971697807E0,9.985624268E0
6.878128170E-1,1.334285140E-1,5.237712860E-1,9.966906548E0,9.981551265E0
6.903244830E-1,1.046827734E-1,5.093984008E-1,9.942953110E0,9.956543665E0
6.928342750E-1,1.070782542E-1,4.854436517E-1,9.969303131E0,9.981689547E0
6.953454730E-1,8.791442215E-2,4.782571793E-1,9.964511871E0,9.976369866E0
6.978656290E-1,9.989181161E-2,5.165848136E-1,9.988467216E0,1.000231551E1
7.003678690E-1,7.114607096E-2,5.261667371E-1,9.974094391E0,9.988216663E0
7.028791710E-1,1.166601628E-1,5.429351330E-1,9.993257523E0,1.000867544E1
7.053899520E-1,1.478013843E-1,5.237712860E-1,9.974094391E0,9.988930900E0
7.079021400E-1,1.022872925E-1,5.165848136E-1,9.935766220E0,9.949712204E0
7.104131290E-1,7.354155183E-2,5.309576988E-1,9.969303131E0,9.983703189E0
7.129234940E-1,1.142646894E-1,5.117939115E-1,9.981280327E0,9.995046092E0
7.154338580E-1,6.156416237E-2,4.950255156E-1,9.947744370E0,9.960243895E0
