"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.758347520E-1,-7.897949219E-2,-1.556396484E-3,9.822479248E0,9.822796891E0
8.808091170E-1,-8.256530762E-2,-9.933471680E-3,9.791366577E0,9.791719724E0
8.857834830E-1,-8.256530762E-2,-5.157470703E-3,9.847625732E0,9.847973202E0
8.907578480E-1,-7.537841797E-2,-8.743286133E-3,9.854812622E0,9.855104777E0
8.957322130E-1,-8.975219727E-2,-3.507995605E-2,9.818893433E0,9.819366288E0
9.007065780E-1,-7.897949219E-2,-3.507995605E-2,9.852416992E0,9.852795997E0
9.056809440E-1,-9.094238281E-2,-3.387451172E-2,9.835647583E0,9.836126340E0
9.106858260E-1,-9.573364258E-2,-3.028869629E-2,9.832061768E0,9.832574482E0
9.156601920E-1,-1.124877930E-1,-1.556396484E-3,9.824874878E0,9.825518932E0
9.206345570E-1,-9.693908691E-2,-1.556396484E-3,9.812911987E0,9.813390916E0
9.256089220E-1,-7.418823242E-2,-5.157470703E-3,9.818893433E0,9.819175054E0
9.305832870E-1,-8.496093750E-2,-1.113891602E-2,9.811706543E0,9.812080703E0
9.355576530E-1,-7.777404785E-2,4.425048828E-3,9.856002808E0,9.856310655E0
9.405625350E-1,-6.820678711E-2,-2.909851074E-2,9.846420288E0,9.846699517E0
9.455369010E-1,-8.137512207E-2,-1.232910156E-2,9.803329468E0,9.803674952E0
9.505112660E-1,-8.615112305E-2,-2.070617676E-2,9.815307617E0,9.815707533E0
9.554856310E-1,-8.735656738E-2,-8.743286133E-3,9.775802612E0,9.776196823E0
9.604905140E-1,-8.377075195E-2,-9.933471680E-3,9.811706543E0,9.812069175E0
9.654648790E-1,-7.897949219E-2,-1.472473145E-2,9.840438843E0,9.840766799E0
9.704392440E-1,-1.232757568E-1,-2.761840820E-3,9.820098877E0,9.820873001E0
9.754136100E-1,-9.454345703E-2,-2.549743652E-2,9.820098877E0,9.820587077E0
9.804184920E-1,-6.221008301E-2,8.010864258E-3,9.816497803E0,9.816698191E0
9.853928580E-1,-8.016967773E-2,-9.933471680E-3,9.797348022E0,9.797681059E0
9.903672230E-1,-1.065063477E-1,-1.556396484E-3,9.791366577E0,9.791945949E0
9.953721060E-1,-1.017150879E-1,-1.593017578E-2,9.817703247E0,9.818243060E0
1.000346471E0,-8.735656738E-2,-2.549743652E-2,9.812911987E0,9.813333937E0
1.005320836E0,-9.573364258E-2,-6.347656250E-3,9.832061768E0,9.832529879E0
1.010295201E0,-8.975219727E-2,-3.387451172E-2,9.814102173E0,9.814571025E0
1.015269567E0,-1.041107178E-1,-1.951599121E-2,9.823684692E0,9.824255740E0
1.020243932E0,-1.184844971E-1,-1.556396484E-3,9.830871582E0,9.831585684E0
1.025248815E0,-1.160888672E-1,-8.743286133E-3,9.847625732E0,9.848313847E0
1.030253697E0,-8.975219727E-2,-1.593017578E-2,9.808120728E0,9.808544308E0
1.035228063E0,-9.214782715E-2,-6.347656250E-3,9.834457397E0,9.834891144E0
1.040202428E0,-9.333801270E-2,-1.951599121E-2,9.827270508E0,9.827733131E0
1.045176793E0,-7.060241699E-2,-1.832580566E-2,9.803329468E0,9.803600828E0
1.050151158E0,-7.298278809E-2,-1.832580566E-2,9.798538208E0,9.798827141E0
1.055125524E0,-1.077117920E-1,-1.556396484E-3,9.811706543E0,9.812297872E0
1.060130406E0,-9.573364258E-2,-9.933471680E-3,9.821289062E0,9.821760660E0
1.065104772E0,-9.812927246E-2,-5.662536621E-2,9.817703247E0,9.818356931E0
1.070079137E0,-8.496093750E-2,-3.387451172E-2,9.836853027E0,9.837278248E0
1.075053502E0,-1.101074219E-1,-6.347656250E-3,9.796142578E0,9.796763412E0
1.080027867E0,-9.931945801E-2,-7.537841797E-3,9.816497803E0,9.817003121E0
1.085002233E0,-1.041107178E-1,-2.909851074E-2,9.809310913E0,9.809906542E0
1.089976598E0,-1.053161621E-1,-1.712036133E-2,9.808120728E0,9.808701076E0
1.094981481E0,-8.137512207E-2,-2.761840820E-3,9.792556763E0,9.792895256E0
1.099955846E0,-7.418823242E-2,-4.345703125E-2,9.804534912E0,9.804911894E0
1.104960729E0,-9.573364258E-2,1.640319824E-2,9.812911987E0,9.813392668E0
1.109935094E0,-8.615112305E-2,-2.070617676E-2,9.794952393E0,9.795353140E0
1.114909459E0,-8.615112305E-2,-3.268432617E-2,9.829666138E0,9.830097998E0
1.119883824E0,-8.377075195E-2,-2.549743652E-2,9.828475952E0,9.828866018E0
1.124858190E0,-8.016967773E-2,2.029418945E-3,9.821289062E0,9.821616473E0
1.129832555E0,-9.931945801E-2,-1.472473145E-2,9.839248657E0,9.839760938E0
1.134837438E0,-8.137512207E-2,-3.507995605E-2,9.808120728E0,9.808521026E0
1.139811803E0,-8.256530762E-2,4.425048828E-3,9.834457397E0,9.834804976E0
1.144786168E0,-1.053161621E-1,4.425048828E-3,9.829666138E0,9.830231302E0
1.149760533E0,-1.232757568E-1,-2.789306641E-2,9.811706543E0,9.812520584E0
1.154734899E0,-1.077117920E-1,-7.537841797E-3,9.830871582E0,9.831464525E0
1.159709264E0,-8.854675293E-2,-3.987121582E-2,9.809310913E0,9.809791579E0
1.164714147E0,-9.333801270E-2,-5.157470703E-3,9.817703247E0,9.818148279E0
1.169688512E0,-6.700134277E-2,-8.743286133E-3,9.811706543E0,9.811939202E0
1.174662877E0,-7.897949219E-2,-7.537841797E-3,9.839248657E0,9.839568523E0
1.179637242E0,-1.041107178E-1,-1.113891602E-2,9.829666138E0,9.830223776E0
1.184642125E0,-1.101074219E-1,-2.761840820E-3,9.808120728E0,9.808739138E0
1.189616490E0,-1.029205322E-1,-3.952026367E-3,9.834457397E0,9.834996724E0
1.194590856E0,-8.016967773E-2,-1.113891602E-2,9.824874878E0,9.825208274E0
1.199595739E0,-9.214782715E-2,-5.157470703E-3,9.815307617E0,9.815741513E0
1.204570104E0,-8.735656738E-2,-3.028869629E-2,9.842834473E0,9.843268717E0
1.209544469E0,-1.005249023E-1,3.234863281E-3,9.808120728E0,9.808636395E0
1.214518834E0,-9.333801270E-2,-6.347656250E-3,9.816497803E0,9.816943587E0
1.219493199E0,-6.581115723E-2,-2.310180664E-2,9.806930542E0,9.807178568E0
1.224467565E0,-1.364288330E-1,-9.933471680E-3,9.815307617E0,9.816260750E0
1.229472447E0,-1.148834229E-1,-2.310180664E-2,9.814102173E0,9.814801748E0
1.234446813E0,-6.700134277E-2,-8.743286133E-3,9.800933838E0,9.801166753E0
1.239421178E0,-5.981445312E-2,-1.232910156E-2,9.838043213E0,9.838232770E0
1.244426061E0,-1.017150879E-1,8.392333984E-4,9.816497803E0,9.817024792E0
1.249400426E0,-1.148834229E-1,-8.743286133E-3,9.811706543E0,9.812382989E0
1.254374791E0,-1.005249023E-1,-1.353454590E-2,9.846420288E0,9.846942720E0
1.259349156E0,-1.017150879E-1,8.392333984E-4,9.844039917E0,9.844565432E0
1.264354039E0,-9.214782715E-2,-1.353454590E-2,9.833267212E0,9.833708276E0
1.269328405E0,-8.256530762E-2,6.820678711E-3,9.792556763E0,9.792907204E0
1.274302770E0,-1.112976074E-1,-2.070617676E-2,9.835647583E0,9.836299064E0
1.279277135E0,-9.573364258E-2,-3.149414062E-2,9.826080322E0,9.826597138E0
1.284251500E0,-1.041107178E-1,-2.070617676E-2,9.830871582E0,9.831444647E0
1.289225865E0,-9.333801270E-2,-5.157470703E-3,9.794952393E0,9.795398458E0
1.294200231E0,-1.089019775E-1,-1.951599121E-2,9.833267212E0,9.833889595E0
1.299174596E0,-1.017150879E-1,-3.268432617E-2,9.810516357E0,9.811098074E0
1.304179479E0,-1.005249023E-1,-2.430725098E-2,9.796142578E0,9.796688497E0
1.309153844E0,-8.854675293E-2,-2.761840820E-3,9.812911987E0,9.813311868E0
1.314128209E0,-1.112976074E-1,-1.556396484E-3,9.787765503E0,9.788398394E0
1.319102574E0,-8.496093750E-2,-2.310180664E-2,9.835647583E0,9.836041655E0
1.324107457E0,-8.256530762E-2,-5.157470703E-3,9.808120728E0,9.808469597E0
1.329081822E0,-1.017150879E-1,-1.113891602E-2,9.781784058E0,9.782319223E0
1.334056188E0,-9.573364258E-2,-1.472473145E-2,9.814102173E0,9.814580134E0
1.339030553E0,-8.496093750E-2,-9.933471680E-3,9.816497803E0,9.816870486E0
1.344035436E0,-8.377075195E-2,-4.704284668E-2,9.812911987E0,9.813382304E0
1.349009801E0,-9.573364258E-2,-1.113891602E-2,9.818893433E0,9.819366438E0
1.353984166E0,-7.537841797E-2,-1.113891602E-2,9.823684692E0,9.823980197E0
1.358958531E0,-1.124877930E-1,-4.106140137E-2,9.811706543E0,9.812437252E0
1.363963414E0,-9.931945801E-2,-3.952026367E-3,9.832061768E0,9.832564191E0
1.368937780E0,-6.101989746E-2,-2.430725098E-2,9.833267212E0,9.833486581E0
1.373912145E0,-7.298278809E-2,2.029418945E-3,9.833267212E0,9.833538258E0
1.378886510E0,-9.931945801E-2,-6.347656250E-3,9.816497803E0,9.817002280E0
1.383891393E0,-8.016967773E-2,-1.353454590E-2,9.818893433E0,9.819230041E0
1.388865758E0,-8.377075195E-2,-2.549743652E-2,9.810516357E0,9.810907137E0
