"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.856352700E-1,-2.911376953E-2,-1.867675781E-2,-6.951904297E-2,7.764876170E-2
2.906401530E-1,-2.432250977E-2,-1.016235352E-2,-7.537841797E-2,7.985464173E-2
2.956450360E-1,-1.206970215E-2,-1.113891602E-3,-8.016967773E-2,8.108079731E-2
3.006499190E-1,-8.850097656E-4,9.552001953E-3,-8.123779297E-2,8.180221874E-2
3.056548020E-1,1.029968262E-2,1.593017578E-2,-8.442687988E-2,8.653179768E-2
3.106291670E-1,2.095031738E-2,2.339172363E-2,-9.028625488E-2,9.559129853E-2
3.156340500E-1,3.266906738E-2,2.499389648E-2,-9.454345703E-2,1.031039674E-1
3.206084150E-1,3.799438477E-2,2.232360840E-2,-9.828186035E-2,1.077090564E-1
3.256132980E-1,3.959655762E-2,1.699829102E-2,-1.014709473E-1,1.102414732E-1
3.305876630E-1,3.852844238E-2,1.327514648E-2,-1.025390625E-1,1.103400640E-1
3.355925460E-1,3.266906738E-2,1.008605957E-2,-1.036071777E-1,1.091029048E-1
3.406279460E-1,2.041625977E-2,8.483886719E-3,-1.036071777E-1,1.059398286E-1
3.456328290E-1,6.576538086E-3,7.949829102E-3,-1.009368896E-1,1.014628322E-1
3.506071940E-1,-6.744384766E-3,2.624511719E-3,-9.880065918E-2,9.906535743E-2
3.556120770E-1,-1.899719238E-2,2.624511719E-3,-9.135437012E-2,9.334560686E-2
3.605864420E-1,-2.964782715E-2,-3.768920898E-3,-8.656311035E-2,9.157712866E-2
3.655913250E-1,-4.190063477E-2,-4.837036133E-3,-8.335876465E-2,9.342239430E-2
3.705656900E-1,-4.722595215E-2,-8.026123047E-3,-7.749938965E-2,9.110908080E-2
3.755705730E-1,-4.829406738E-2,-9.628295898E-3,-7.431030273E-2,8.914618398E-2
3.805754560E-1,-4.669189453E-2,-1.069641113E-2,-7.377624512E-2,8.796294998E-2
3.855803390E-1,-4.243469238E-2,-1.229858398E-2,-7.431030273E-2,8.645217972E-2
3.905547040E-1,-2.857971191E-2,-1.016235352E-2,-7.643127441E-2,8.223024426E-2
3.955595870E-1,-1.260375977E-2,-1.176452637E-2,-7.910156250E-2,8.095873042E-2
4.005339520E-1,-8.850097656E-4,-8.560180664E-3,-8.070373535E-2,8.116127670E-2
4.055388350E-1,1.296997070E-2,-4.837036133E-3,-8.389282227E-2,8.502718792E-2
4.105437180E-1,2.734375000E-2,-4.577636719E-5,-8.549499512E-2,8.976122186E-2
4.155486000E-1,3.266906738E-2,5.279541016E-3,-8.656311035E-2,9.267315464E-2
4.205229660E-1,3.640747070E-2,9.552001953E-3,-8.815002441E-2,9.584973379E-2
4.255278490E-1,3.906250000E-2,1.593017578E-2,-8.656311035E-2,9.629549045E-2
4.305327310E-1,3.906250000E-2,1.806640625E-2,-8.389282227E-2,9.428827906E-2
4.355376140E-1,3.427124023E-2,1.327514648E-2,-7.749938965E-2,8.577238960E-2
4.405119790E-1,2.894592285E-2,9.017944336E-3,-7.164001465E-2,7.779126859E-2
4.455168620E-1,2.415466309E-2,9.552001953E-3,-6.631469727E-2,7.122027495E-2
4.504912270E-1,1.509094238E-2,5.813598633E-3,-6.259155273E-2,6.464701807E-2
4.554961100E-1,6.042480469E-3,4.226684570E-3,-5.566406250E-2,5.615037210E-2
4.605315110E-1,7.171630859E-4,-4.302978516E-3,-5.194091797E-2,5.212378446E-2
4.655363930E-1,-3.540039062E-3,-1.548767090E-2,-5.194091797E-2,5.431628472E-2
4.705107590E-1,-4.074096680E-3,-2.081298828E-2,-5.619812012E-2,6.006669168E-2
4.755156420E-1,-3.005981445E-3,-2.827453613E-2,-5.513000488E-2,6.203065981E-2
4.805205240E-1,-1.953125000E-3,-3.625488281E-2,-5.780029297E-2,6.825763761E-2
4.854948900E-1,-4.074096680E-3,-4.478454590E-2,-5.992126465E-2,7.491870108E-2
4.904692550E-1,-5.142211914E-3,-4.531860352E-2,-5.992126465E-2,7.530455581E-2
4.954741380E-1,-4.074096680E-3,-4.531860352E-2,-5.938720703E-2,7.481453366E-2
5.004485030E-1,-5.676269531E-3,-4.264831543E-2,-5.833435059E-2,7.248444870E-2
5.054533860E-1,-4.608154297E-3,-4.158020020E-2,-5.833435059E-2,7.178471002E-2
5.104582680E-1,-1.419067383E-3,-3.572082520E-2,-5.513000488E-2,6.570622911E-2
5.154631510E-1,2.853393555E-3,-2.827453613E-2,-5.033874512E-2,5.780640543E-2
5.204375170E-1,8.178710938E-3,-1.867675781E-2,-4.927062988E-2,5.332267401E-2
5.254423990E-1,1.509094238E-2,-1.176452637E-2,-4.501342773E-2,4.891164789E-2
5.304472820E-1,2.308654785E-2,-3.768920898E-3,-4.234313965E-2,4.837494115E-2
5.354521650E-1,3.108215332E-2,6.347656250E-3,-4.287719727E-2,5.333710754E-2
5.404265300E-1,4.119873047E-2,9.552001953E-3,-4.287719727E-2,6.022483025E-2
5.454619310E-1,4.598999023E-2,1.220703125E-2,-3.968811035E-2,6.196157613E-2
5.504362960E-1,5.131530762E-2,1.699829102E-2,-3.648376465E-2,6.521708194E-2
5.554411790E-1,5.398559570E-2,1.860046387E-2,-3.436279297E-2,6.664250401E-2
5.604155440E-1,5.717468262E-2,1.327514648E-2,-3.115844727E-2,6.645316157E-2
5.654204270E-1,5.610656738E-2,6.347656250E-3,-2.690124512E-2,6.254531663E-2
5.704253090E-1,5.024719238E-2,-4.577636719E-5,-2.317810059E-2,5.533540263E-2
5.754301920E-1,4.013061523E-2,-6.958007812E-3,-2.104187012E-2,4.584365223E-2
5.804045580E-1,2.894592285E-2,-1.655578613E-2,-1.678466797E-2,3.733209856E-2
5.854094400E-1,1.722717285E-2,-2.401733398E-2,-1.943969727E-2,3.537668223E-2
5.903838060E-1,6.042480469E-3,-2.880859375E-2,-2.050781250E-2,3.587501941E-2
5.954192060E-1,-5.142211914E-3,-2.934265137E-2,-2.210998535E-2,3.709831512E-2
6.003935710E-1,-1.367187500E-2,-2.827453613E-2,-2.424621582E-2,3.967680104E-2
6.053984540E-1,-1.846313477E-2,-3.039550781E-2,-2.476501465E-2,4.333682258E-2
6.104033370E-1,-2.218627930E-2,-2.934265137E-2,-2.104187012E-2,4.237903345E-2
6.154082200E-1,-2.378845215E-2,-1.921081543E-2,-1.731872559E-2,3.514091833E-2
6.203825850E-1,-2.325439453E-2,-9.628295898E-3,-1.785278320E-2,3.085762167E-2
6.253874680E-1,-1.632690430E-2,1.022338867E-3,-1.464843750E-2,2.195881832E-2
6.303923500E-1,-9.933471680E-3,1.060485840E-2,-1.518249512E-2,2.101535247E-2
6.353972330E-1,-3.509521484E-4,1.966857910E-2,-1.518249512E-2,2.484923197E-2
6.403715990E-1,1.136779785E-2,2.606201172E-2,-1.890563965E-2,3.414496293E-2
6.453764810E-1,1.936340332E-2,3.138732910E-2,-2.050781250E-2,4.219805908E-2
6.503508470E-1,2.734375000E-2,3.778076172E-2,-2.424621582E-2,5.256372896E-2
6.553557290E-1,3.266906738E-2,4.043579102E-2,-2.850341797E-2,5.928546192E-2
6.603300950E-1,3.320312500E-2,4.043579102E-2,-3.489685059E-2,6.289110339E-2
6.653654950E-1,3.427124023E-2,3.724670410E-2,-3.915405273E-2,6.399120814E-2
6.703398600E-1,3.266906738E-2,2.818298340E-2,-4.341125488E-2,6.120527402E-2
6.753447430E-1,2.947998047E-2,1.541137695E-2,-4.554748535E-2,5.640171283E-2
6.803191080E-1,2.575683594E-2,4.745483398E-3,-4.661560059E-2,5.346913529E-2
6.853545090E-1,2.041625977E-2,-5.905151367E-3,-4.501342773E-2,4.977854108E-2
6.903288740E-1,1.562500000E-2,-1.762390137E-2,-4.394531250E-2,4.985913171E-2
6.953337570E-1,1.029968262E-2,-2.453613281E-2,-4.022216797E-2,4.822787650E-2
7.003081220E-1,2.853393555E-3,-2.613830566E-2,-3.701782227E-2,4.540563889E-2
7.053130050E-1,-1.419067383E-3,-2.401733398E-2,-3.543090820E-2,4.282750682E-2
7.103178880E-1,-6.210327148E-3,-2.081298828E-2,-3.329467773E-2,3.975278871E-2
7.153227700E-1,-6.744384766E-3,-2.027893066E-2,-3.276062012E-2,3.911495859E-2
7.202971360E-1,-6.744384766E-3,-2.027893066E-2,-3.436279297E-2,4.046632298E-2
7.253020180E-1,-4.074096680E-3,-1.708984375E-2,-3.701782227E-2,4.097536075E-2
7.302763840E-1,-5.142211914E-3,-1.602172852E-2,-4.287719727E-2,4.606074439E-2
7.352812670E-1,-5.142211914E-3,-1.176452637E-2,-5.033874512E-2,5.195031938E-2
7.402861490E-1,-5.676269531E-3,-7.492065430E-3,-5.352783203E-2,5.434684795E-2
7.452910320E-1,-5.676269531E-3,-6.439208984E-3,-5.780029297E-2,5.843421357E-2
7.502959150E-1,-6.744384766E-3,-8.560180664E-3,-6.205749512E-2,6.300711165E-2
7.553007980E-1,-1.046752930E-2,-3.768920898E-3,-6.471252441E-2,6.566189725E-2
7.602751630E-1,-1.313781738E-2,4.882812500E-4,-6.791687012E-2,6.917761134E-2
7.652800460E-1,-1.686096191E-2,5.813598633E-3,-6.898498535E-2,7.125319761E-2
7.702544110E-1,-1.899719238E-2,1.274108887E-2,-7.110595703E-2,7.469461687E-2
7.752592940E-1,-1.739501953E-2,2.178955078E-2,-7.270812988E-2,7.787068369E-2
7.802641770E-1,-1.846313477E-2,2.499389648E-2,-7.164001465E-2,7.808888465E-2
7.852690590E-1,-1.739501953E-2,2.499389648E-2,-6.738281250E-2,7.394406661E-2
7.902434250E-1,-1.206970215E-2,2.073669434E-2,-6.419372559E-2,6.853117981E-2
7.952483080E-1,-5.142211914E-3,1.753234863E-2,-6.365966797E-2,6.622974345E-2
8.002226730E-1,1.831054688E-4,1.060485840E-2,-6.365966797E-2,6.453719761E-2
8.052275560E-1,7.110595703E-3,5.279541016E-3,-6.045532227E-2,6.110057377E-2
8.102324380E-1,1.029968262E-2,1.022338867E-3,-5.459594727E-2,5.556839116E-2
8.152373210E-1,1.136779785E-2,1.022338867E-3,-5.619812012E-2,5.734545064E-2
8.202116860E-1,1.083374023E-2,3.692626953E-3,-5.780029297E-2,5.892265514E-2
8.252165690E-1,2.853393555E-3,1.556396484E-3,-5.833435059E-2,5.842482934E-2
8.302214520E-1,-3.005981445E-3,2.624511719E-3,-6.205749512E-2,6.218566303E-2
8.352263350E-1,-1.206970215E-2,6.881713867E-3,-6.365966797E-2,6.515818461E-2
8.402007000E-1,-2.111816406E-2,1.167297363E-2,-6.951904297E-2,7.358758389E-2
8.452055830E-1,-2.964782715E-2,1.113891602E-2,-7.484436035E-2,8.126959690E-2
8.501799480E-1,-3.176879883E-2,8.483886719E-3,-7.749938965E-2,8.418662785E-2
8.551848310E-1,-2.590942383E-2,4.226684570E-3,-7.696533203E-2,8.131928086E-2
8.601897140E-1,-2.058410645E-2,-3.234863281E-3,-7.589721680E-2,7.870550995E-2
8.651945970E-1,-1.260375977E-2,-9.628295898E-3,-7.324218750E-2,7.493982167E-2
8.701689620E-1,-1.953125000E-3,-1.548767090E-2,-6.738281250E-2,6.916737719E-2
8.751738450E-1,1.136779785E-2,-1.921081543E-2,-5.938720703E-2,6.344385405E-2
8.801482100E-1,2.575683594E-2,-2.827453613E-2,-5.726623535E-2,6.886425562E-2
8.851530930E-1,3.852844238E-2,-3.732299805E-2,-5.726623535E-2,7.846571714E-2
8.901579750E-1,5.078125000E-2,-3.466796875E-2,-5.726623535E-2,8.402395563E-2
8.951628580E-1,5.931091309E-2,-2.507019043E-2,-5.885314941E-2,8.723526841E-2
9.001677410E-1,5.984497070E-2,-1.335144043E-2,-5.566406250E-2,8.281406483E-2
9.051726240E-1,5.557250977E-2,-1.632690430E-3,-4.820251465E-2,7.358295956E-2
9.101469890E-1,4.598999023E-2,9.552001953E-3,-4.129028320E-2,6.253964687E-2
9.151518720E-1,3.427124023E-2,1.220703125E-2,-3.489685059E-2,5.041150365E-2
9.201262370E-1,2.468872070E-2,1.434326172E-2,-3.010559082E-2,4.149227260E-2
9.251311200E-1,1.615905762E-2,1.860046387E-2,-3.010559082E-2,3.890294330E-2
9.301360030E-1,9.231567383E-3,1.434326172E-2,-2.903747559E-2,3.367678698E-2
9.351408860E-1,6.042480469E-3,1.113891602E-2,-2.636718750E-2,2.925432612E-2
9.401152510E-1,6.042480469E-3,6.347656250E-3,-2.157592773E-2,2.328787169E-2
9.451201340E-1,6.042480469E-3,4.745483398E-3,-2.104187012E-2,2.240070269E-2
9.501250170E-1,1.785278320E-3,4.882812500E-4,-2.264404297E-2,2.271955808E-2
9.551298990E-1,-1.419067383E-3,1.022338867E-3,-2.903747559E-2,2.909009999E-2
9.601042650E-1,-1.046752930E-2,-8.026123047E-3,-3.861999512E-2,4.081043792E-2
9.651091470E-1,-2.005004883E-2,-1.388549805E-2,-4.394531250E-2,5.025934744E-2
9.701140300E-1,-2.539062500E-2,-1.548767090E-2,-4.927062988E-2,5.755125330E-2
9.751189130E-1,-2.485656738E-2,-1.495361328E-2,-4.820251465E-2,5.625781644E-2
9.800932780E-1,-2.111816406E-2,-1.069641113E-2,-4.447937012E-2,5.038655010E-2
9.850981610E-1,-1.367187500E-2,-2.700805664E-3,-4.287719727E-2,4.508512574E-2
9.900725260E-1,-8.346557617E-3,3.692626953E-3,-4.394531250E-2,4.488308154E-2
9.950774090E-1,-2.487182617E-3,4.745483398E-3,-4.927062988E-2,4.956108008E-2
1.000082292E0,4.440307617E-3,4.226684570E-3,-5.459594727E-2,5.493904488E-2
1.005087175E0,1.455688477E-2,1.008605957E-2,-5.938720703E-2,6.197154065E-2
1.010061540E0,2.415466309E-2,1.434326172E-2,-6.524658203E-2,7.103726749E-2
1.015066423E0,3.373718262E-2,1.327514648E-2,-6.791687012E-2,7.698784483E-2
1.020071306E0,4.066467285E-2,1.327514648E-2,-7.217407227E-2,8.389840189E-2
1.025076188E0,4.492187500E-2,1.274108887E-2,-7.484436035E-2,8.821557955E-2
1.030081071E0,4.492187500E-2,7.415771484E-3,-7.589721680E-2,8.850624858E-2
1.035085954E0,4.331970215E-2,2.624511719E-3,-7.749938965E-2,8.882364579E-2
1.040060319E0,3.959655762E-2,-3.234863281E-3,-7.696533203E-2,8.661416772E-2
1.045065202E0,2.947998047E-2,-1.176452637E-2,-7.589721680E-2,8.226700947E-2
1.050039567E0,2.095031738E-2,-2.241516113E-2,-7.431030273E-2,8.039512634E-2
1.055044450E0,1.083374023E-2,-2.880859375E-2,-7.057189941E-2,7.699154491E-2
1.060018815E0,-8.850097656E-4,-2.880859375E-2,-6.578063965E-2,7.181790075E-2
1.065023698E0,-1.100158691E-2,-2.986145020E-2,-6.259155273E-2,7.021711754E-2
1.070028581E0,-2.058410645E-2,-2.986145020E-2,-6.045532227E-2,7.050005416E-2
1.075033464E0,-2.325439453E-2,-3.146362305E-2,-6.045532227E-2,7.201091883E-2
1.080007829E0,-2.432250977E-2,-3.359985352E-2,-6.259155273E-2,7.508819555E-2
1.085012712E0,-2.325439453E-2,-3.999328613E-2,-6.259155273E-2,7.783271982E-2
1.090017595E0,-2.218627930E-2,-4.797363281E-2,-6.152343750E-2,8.111001046E-2
1.095022477E0,-2.111816406E-2,-5.490112305E-2,-6.312561035E-2,8.628414018E-2
1.099996843E0,-2.058410645E-2,-5.915832520E-2,-5.938720703E-2,8.631484946E-2
1.105001725E0,-1.525878906E-2,-5.596923828E-2,-5.459594727E-2,7.966243616E-2
1.110006608E0,-4.608154297E-3,-5.436706543E-2,-4.980468750E-2,7.387502817E-2
1.115011491E0,2.319335938E-3,-5.010986328E-2,-4.608154297E-2,6.811671102E-2
1.119985856E0,1.243591309E-2,-4.585266113E-2,-4.234313965E-2,6.364008126E-2
1.124990739E0,2.308654785E-2,-3.732299805E-2,-3.968811035E-2,5.917044007E-2
1.129965104E0,3.108215332E-2,-2.720642090E-2,-4.234313965E-2,5.915429882E-2
1.134969987E0,3.533935547E-2,-1.708984375E-2,-4.287719727E-2,5.813249392E-2
1.139974870E0,3.160095215E-2,-4.302978516E-3,-4.129028320E-2,5.217301302E-2
1.144979753E0,3.054809570E-2,2.090454102E-3,-4.075622559E-2,5.097672090E-2
1.149954118E0,2.095031738E-2,4.745483398E-3,-4.129028320E-2,4.654377400E-2
1.154959001E0,1.350402832E-2,1.167297363E-2,-4.394531250E-2,4.743213663E-2
1.159933366E0,5.508422852E-3,1.753234863E-2,-4.554748535E-2,4.911516459E-2
1.164938249E0,-3.005981445E-3,1.913452148E-2,-4.234313965E-2,4.656293926E-2
1.169943132E0,-7.812500000E-3,1.753234863E-2,-4.022216797E-2,4.456726602E-2
1.174948015E0,-3.540039062E-3,1.699829102E-2,-3.808593750E-2,4.185704731E-2
1.179922380E0,3.372192383E-3,1.487731934E-2,-3.755187988E-2,4.053208599E-2
1.184927263E0,1.083374023E-2,1.541137695E-2,-4.234313965E-2,4.634459993E-2
1.189932145E0,2.041625977E-2,1.487731934E-2,-4.501342773E-2,5.161750643E-2
1.194937028E0,2.787780762E-2,6.347656250E-3,-4.554748535E-2,5.377767491E-2
1.199941911E0,2.894592285E-2,-4.577636719E-5,-4.447937012E-2,5.306866223E-2
1.204946794E0,2.522277832E-2,3.158569336E-3,-4.287719727E-2,4.984595422E-2
1.209921159E0,2.362060547E-2,6.347656250E-3,-3.915405273E-2,4.616563211E-2
1.214926042E0,1.776123047E-2,4.745483398E-3,-3.648376465E-2,4.085395946E-2
1.219900407E0,1.296997070E-2,4.745483398E-3,-3.382873535E-2,3.653933618E-2
1.224905290E0,8.178710938E-3,2.090454102E-3,-3.382873535E-2,3.486609594E-2
1.229910173E0,1.785278320E-3,2.624511719E-3,-3.543090820E-2,3.557280614E-2
1.234915056E0,-3.509521484E-4,5.813598633E-3,-3.808593750E-2,3.852868713E-2
1.239889421E0,-3.005981445E-3,5.279541016E-3,-3.861999512E-2,3.909492935E-2
1.244894304E0,-3.540039062E-3,5.813598633E-3,-4.075622559E-2,4.132069372E-2
1.249899186E0,-3.540039062E-3,3.692626953E-3,-4.180908203E-2,4.212085838E-2
1.254904069E0,-4.608154297E-3,1.022338867E-3,-3.915405273E-2,3.943754694E-2
1.259878434E0,-6.210327148E-3,-2.166748047E-3,-3.755187988E-2,3.812357070E-2
1.264883317E0,-8.865356445E-3,-1.069641113E-2,-3.861999512E-2,4.104280423E-2
1.269857683E0,-1.419067383E-2,-1.655578613E-2,-3.861999512E-2,4.435057272E-2
1.274862565E0,-2.058410645E-2,-2.401733398E-2,-3.648376465E-2,4.828667366E-2
1.279867448E0,-2.272033691E-2,-2.667236328E-2,-3.755187988E-2,5.135924800E-2
1.284872331E0,-2.111816406E-2,-3.092956543E-2,-3.861999512E-2,5.379701566E-2
1.289846696E0,-1.686096191E-2,-3.146362305E-2,-4.075622559E-2,5.417860773E-2
1.294851579E0,-2.005004883E-2,-3.146362305E-2,-3.915405273E-2,5.408330499E-2
1.299856462E0,-2.058410645E-2,-2.613830566E-2,-4.022216797E-2,5.219903502E-2
1.304861345E0,-2.325439453E-2,-1.867675781E-2,-4.075622559E-2,5.050404015E-2
1.309835710E0,-2.644348145E-2,-1.762390137E-2,-4.129028320E-2,5.210323500E-2
1.314840593E0,-3.018188477E-2,-2.667236328E-2,-4.394531250E-2,5.961167354E-2
1.319845475E0,-3.283691406E-2,-4.850769043E-2,-4.341125488E-2,7.290950560E-2
1.324850358E0,-3.604125977E-2,-6.343078613E-2,-4.180908203E-2,8.408588690E-2
1.329824724E0,-3.550720215E-2,-6.236267090E-2,-3.968811035E-2,8.200615970E-2
1.334829606E0,-2.964782715E-2,-5.543518066E-2,-4.075622559E-2,7.492077705E-2
1.339803972E0,-2.325439453E-2,-4.957580566E-2,-4.129028320E-2,6.858144690E-2
1.344808854E0,-1.419067383E-2,-4.478454590E-2,-3.808593750E-2,6.047784231E-2
1.349813737E0,-6.744384766E-3,-4.371643066E-2,-3.648376465E-2,5.733827795E-2
1.354818620E0,-4.074096680E-3,-4.425048828E-2,-3.436279297E-2,5.617388644E-2
1.359792985E0,-3.509521484E-4,-4.106140137E-2,-2.957153320E-2,5.060274129E-2
1.364828386E0,6.042480469E-3,-3.306579590E-2,-2.583312988E-2,4.239350219E-2
1.369802751E0,8.712768555E-3,-2.188110352E-2,-2.690124512E-2,3.575432863E-2
1.374807634E0,1.403808594E-2,-1.016235352E-2,-3.010559082E-2,3.473741332E-2
1.379781999E0,2.041625977E-2,3.692626953E-3,-3.222656250E-2,3.832767260E-2
1.384786882E0,2.148437500E-2,1.487731934E-2,-3.648376465E-2,4.487736715E-2
1.389761247E0,2.201843262E-2,2.871704102E-2,-3.968811035E-2,5.370871366E-2
1.394796647E0,2.201843262E-2,4.203796387E-2,-4.075622559E-2,6.255454983E-2
1.399771013E0,1.722717285E-2,5.055236816E-2,-3.755187988E-2,6.528752633E-2
1.404775895E0,1.029968262E-2,5.482482910E-2,-3.543090820E-2,6.608475319E-2
1.409780778E0,7.171630859E-4,5.535888672E-2,-3.861999512E-2,6.750277538E-2
1.414785661E0,-8.346557617E-3,5.535888672E-2,-4.341125488E-2,7.084354885E-2
1.419760026E0,-1.632690430E-2,4.949951172E-2,-4.501342773E-2,6.886928300E-2
1.424764909E0,-2.058410645E-2,3.778076172E-2,-4.554748535E-2,6.265512602E-2
1.429739274E0,-2.058410645E-2,2.978515625E-2,-4.501342773E-2,5.776737529E-2
1.434744157E0,-1.739501953E-2,1.646423340E-2,-4.341125488E-2,4.958018492E-2
1.439749040E0,-1.686096191E-2,2.624511719E-3,-4.341125488E-2,4.664458328E-2
1.444753923E0,-1.525878906E-2,-4.302978516E-3,-4.287719727E-2,4.571433378E-2
1.449728288E0,-1.153564453E-2,-1.016235352E-2,-4.129028320E-2,4.405941455E-2
1.454733171E0,-4.074096680E-3,-1.495361328E-2,-4.022216797E-2,4.310489079E-2
1.459738054E0,2.319335938E-3,-1.602172852E-2,-4.022216797E-2,4.335778938E-2
1.464742936E0,7.644653320E-3,-2.241516113E-2,-4.234313965E-2,4.851619985E-2
1.469717302E0,1.029968262E-2,-2.507019043E-2,-4.394531250E-2,5.163127348E-2
1.474722184E0,8.712768555E-3,-2.827453613E-2,-4.287719727E-2,5.209429695E-2
1.479696550E0,5.508422852E-3,-2.986145020E-2,-4.234313965E-2,5.210556981E-2
1.484701433E0,1.785278320E-3,-2.880859375E-2,-4.180908203E-2,5.080474026E-2
1.489706315E0,1.251220703E-3,-2.774047852E-2,-4.075622559E-2,4.931703180E-2
1.494711198E0,2.319335938E-3,-3.306579590E-2,-3.968811035E-2,5.170949894E-2
1.499685563E0,7.644653320E-3,-3.999328613E-2,-4.234313965E-2,5.874389445E-2
1.504690446E0,8.178710938E-3,-4.371643066E-2,-4.447937012E-2,6.290017479E-2
1.509695329E0,1.190185547E-2,-4.638671875E-2,-4.341125488E-2,6.463682302E-2
1.514700212E0,1.562500000E-2,-4.211425781E-2,-4.129028320E-2,6.101343150E-2
1.519705095E0,1.776123047E-2,-3.625488281E-2,-4.022216797E-2,5.698860089E-2
1.524709977E0,1.989746094E-2,-2.827453613E-2,-4.075622559E-2,5.344556361E-2
