"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.101187028E0,-2.487182617E-3,-3.413391113E-2,-5.673217773E-2,6.625594281E-2
6.106191911E0,1.785278320E-3,-2.827453613E-2,-5.619812012E-2,6.293540591E-2
6.111166276E0,9.231567383E-3,-2.613830566E-2,-5.513000488E-2,6.170697122E-2
6.116171159E0,1.776123047E-2,-2.613830566E-2,-5.300903320E-2,6.171409832E-2
6.121145524E0,2.522277832E-2,-1.708984375E-2,-4.873657227E-2,5.747612358E-2
6.126150407E0,3.001403809E-2,-8.026123047E-3,-4.608154297E-2,5.557670138E-2
6.131155290E0,3.266906738E-2,4.882812500E-4,-4.447937012E-2,5.518986092E-2
6.136160173E0,3.427124023E-2,5.279541016E-3,-4.820251465E-2,5.937906937E-2
6.141134538E0,3.373718262E-2,1.008605957E-2,-4.820251465E-2,5.969429208E-2
6.146139421E0,3.213500977E-2,1.380920410E-2,-4.714965820E-2,5.870641566E-2
6.151144304E0,3.001403809E-2,1.487731934E-2,-4.501342773E-2,5.611047843E-2
6.156149186E0,2.680969238E-2,1.753234863E-2,-4.608154297E-2,5.612175564E-2
6.161123552E0,2.522277832E-2,1.699829102E-2,-4.766845703E-2,5.654566508E-2
6.166128434E0,2.148437500E-2,1.220703125E-2,-4.608154297E-2,5.228860854E-2
6.171133317E0,1.776123047E-2,1.327514648E-2,-4.287719727E-2,4.827157411E-2
6.176138200E0,1.509094238E-2,1.487731934E-2,-4.234313965E-2,4.734989597E-2
6.181112565E0,1.029968262E-2,1.167297363E-2,-4.341125488E-2,4.611809651E-2
6.186086931E0,9.231567383E-3,5.279541016E-3,-4.447937012E-2,4.573302697E-2
6.191091813E0,7.644653320E-3,4.226684570E-3,-4.341125488E-2,4.428140284E-2
6.196066179E0,9.765625000E-3,-4.577636719E-5,-4.394531250E-2,4.501733019E-2
6.201071061E0,9.765625000E-3,-6.958007812E-3,-4.661560059E-2,4.813310215E-2
6.206075944E0,1.083374023E-2,-1.441955566E-2,-4.766845703E-2,5.096641354E-2
6.211080827E0,9.765625000E-3,-2.507019043E-2,-4.661560059E-2,5.382282135E-2
6.216055192E0,9.231567383E-3,-3.039550781E-2,-4.661560059E-2,5.641030889E-2
6.221060075E0,8.712768555E-3,-3.146362305E-2,-4.554748535E-2,5.603967642E-2
6.226064958E0,1.029968262E-2,-3.092956543E-2,-4.820251465E-2,5.819109810E-2
6.231069841E0,1.243591309E-2,-2.667236328E-2,-4.980468750E-2,5.784957903E-2
6.236074724E0,1.190185547E-2,-2.081298828E-2,-4.980468750E-2,5.527514398E-2
6.241079606E0,1.243591309E-2,-1.441955566E-2,-5.087280273E-2,5.431958742E-2
6.246084489E0,1.296997070E-2,-8.560180664E-3,-4.980468750E-2,5.217282559E-2
6.251058854E0,1.243591309E-2,-2.166748047E-3,-5.087280273E-2,5.241553958E-2
6.256033220E0,8.178710938E-3,1.022338867E-3,-4.927062988E-2,4.995529460E-2
6.261038102E0,6.042480469E-3,6.347656250E-3,-4.980468750E-2,5.056986461E-2
6.266042985E0,3.372192383E-3,1.060485840E-2,-4.873657227E-2,4.999088096E-2
6.271047868E0,1.251220703E-3,1.380920410E-2,-4.980468750E-2,5.169880625E-2
6.276052751E0,2.853393555E-3,2.020263672E-2,-4.873657227E-2,5.283504388E-2
6.281027116E0,3.372192383E-3,2.232360840E-2,-4.661560059E-2,5.179507111E-2
6.286031999E0,5.508422852E-3,2.499389648E-2,-4.873657227E-2,5.504807953E-2
6.291006364E0,8.178710938E-3,2.392578125E-2,-4.820251465E-2,5.443176223E-2
6.296011247E0,7.644653320E-3,2.127075195E-2,-4.608154297E-2,5.132635011E-2
6.301016130E0,7.644653320E-3,1.541137695E-2,-4.554748535E-2,4.868803432E-2
6.306021013E0,4.974365234E-3,1.060485840E-2,-4.766845703E-2,4.908654731E-2
6.310995378E0,5.508422852E-3,1.556396484E-3,-4.714965820E-2,4.749584572E-2
6.316000261E0,4.440307617E-3,-5.371093750E-3,-4.608154297E-2,4.660551021E-2
6.321005143E0,3.906250000E-3,-9.628295898E-3,-4.554748535E-2,4.671762294E-2
6.325979509E0,2.319335938E-3,-1.815795898E-2,-4.394531250E-2,4.760547536E-2
6.330984392E0,-3.540039062E-3,-2.667236328E-2,-4.554748535E-2,5.290104216E-2
6.335958757E0,-6.744384766E-3,-3.092956543E-2,-4.714965820E-2,5.679097650E-2
6.340963640E0,-8.346557617E-3,-3.199768066E-2,-4.820251465E-2,5.845510252E-2
6.345968522E0,-9.933471680E-3,-3.146362305E-2,-4.714965820E-2,5.754757774E-2
6.350973405E0,-1.153564453E-2,-2.880859375E-2,-4.714965820E-2,5.644551742E-2
6.355947770E0,-1.153564453E-2,-2.401733398E-2,-4.501342773E-2,5.230785890E-2
6.360952653E0,-9.399414062E-3,-1.815795898E-2,-4.341125488E-2,4.798538850E-2
6.365957536E0,-3.540039062E-3,-1.281738281E-2,-4.341125488E-2,4.540213904E-2
6.370962419E0,1.785278320E-3,-7.492065430E-3,-4.501342773E-2,4.566756989E-2
6.375936784E0,5.508422852E-3,-1.632690430E-3,-4.661560059E-2,4.696831505E-2
6.380941667E0,9.765625000E-3,8.483886719E-3,-4.554748535E-2,4.734888792E-2
6.385946550E0,1.350402832E-2,1.220703125E-2,-4.608154297E-2,4.954673546E-2
6.390951433E0,1.296997070E-2,1.060485840E-2,-4.714965820E-2,5.003772008E-2
6.395956315E0,1.083374023E-2,5.813598633E-3,-4.766845703E-2,4.922854510E-2
6.400961198E0,7.644653320E-3,-3.234863281E-3,-4.714965820E-2,4.787478808E-2
6.405935563E0,7.171630859E-4,-4.302978516E-3,-4.927062988E-2,4.946336944E-2
6.410940446E0,-2.487182617E-3,-7.492065430E-3,-5.087280273E-2,5.148163925E-2
6.415914811E0,-4.608154297E-3,-1.229858398E-2,-4.980468750E-2,5.150725338E-2
6.420919694E0,-6.210327148E-3,-9.628295898E-3,-4.927062988E-2,5.058524700E-2
6.425924577E0,-7.278442383E-3,-5.905151367E-3,-4.820251465E-2,4.910528439E-2
6.430929460E0,-8.865356445E-3,-5.798339844E-4,-4.661560059E-2,4.745466226E-2
6.435903825E0,-6.210327148E-3,3.158569336E-3,-4.980468750E-2,5.028967708E-2
6.440908708E0,-4.608154297E-3,4.745483398E-3,-5.140686035E-2,5.183068579E-2
6.445883073E0,-3.540039062E-3,6.881713867E-3,-5.140686035E-2,5.198610539E-2
6.450887956E0,-1.419067383E-3,1.008605957E-2,-4.980468750E-2,5.083551167E-2
6.455892839E0,-3.509521484E-4,9.552001953E-3,-4.873657227E-2,4.966505195E-2
6.460897722E0,-3.509521484E-4,1.380920410E-2,-4.820251465E-2,5.014279314E-2
6.465872087E0,-3.509521484E-4,2.020263672E-2,-4.766845703E-2,5.177404266E-2
6.470876970E0,-3.540039062E-3,2.285766602E-2,-4.766845703E-2,5.298383308E-2
6.475851335E0,-3.509521484E-4,2.659606934E-2,-4.820251465E-2,5.505412328E-2
6.480856218E0,1.251220703E-3,2.659606934E-2,-4.980468750E-2,5.647497990E-2
6.485861100E0,2.853393555E-3,2.285766602E-2,-4.927062988E-2,5.438942654E-2
6.490865983E0,6.576538086E-3,1.860046387E-2,-4.927062988E-2,5.307375131E-2
6.495840349E0,9.231567383E-3,1.327514648E-2,-5.033874512E-2,5.287192649E-2
6.500845231E0,1.296997070E-2,1.060485840E-2,-4.820251465E-2,5.103102566E-2
6.505850114E0,1.403808594E-2,6.347656250E-3,-5.087280273E-2,5.315451679E-2
6.510854997E0,1.669311523E-2,-3.234863281E-3,-5.140686035E-2,5.414600380E-2
6.515829362E0,1.776123047E-2,-1.229858398E-2,-5.352783203E-2,5.772300475E-2
6.520834245E0,1.669311523E-2,-2.027893066E-2,-5.247497559E-2,5.868149783E-2
6.525808610E0,1.669311523E-2,-2.348327637E-2,-4.980468750E-2,5.753808532E-2
6.530813493E0,1.776123047E-2,-2.720642090E-2,-4.873657227E-2,5.857392015E-2
6.535818376E0,1.829528809E-2,-2.986145020E-2,-4.980468750E-2,6.088456841E-2
6.540823259E0,1.882934570E-2,-3.039550781E-2,-4.873657227E-2,6.044571640E-2
6.545828142E0,1.669311523E-2,-2.934265137E-2,-4.927062988E-2,5.972642844E-2
6.550833024E0,1.509094238E-2,-2.507019043E-2,-4.980468750E-2,5.776467681E-2
6.555807390E0,1.615905762E-2,-1.974487305E-2,-4.820251465E-2,5.453858793E-2
6.560812272E0,1.403808594E-2,-1.229858398E-2,-4.608154297E-2,4.971751831E-2
6.565817155E0,1.083374023E-2,-8.026123047E-3,-4.501342773E-2,4.698933129E-2
6.570822038E0,8.712768555E-3,-5.371093750E-3,-4.501342773E-2,4.616242693E-2
6.575796403E0,9.231567383E-3,-2.700805664E-3,-4.447937012E-2,4.550747800E-2
6.580801286E0,1.136779785E-2,2.090454102E-3,-4.554748535E-2,4.699117202E-2
6.585775651E0,1.190185547E-2,6.347656250E-3,-4.501342773E-2,4.699101595E-2
6.590780534E0,1.509094238E-2,1.008605957E-2,-4.447937012E-2,4.804039452E-2
6.595785417E0,1.776123047E-2,1.220703125E-2,-4.394531250E-2,4.894551471E-2
6.600790300E0,1.829528809E-2,1.860046387E-2,-4.608154297E-2,5.295472995E-2
6.605764665E0,2.362060547E-2,2.020263672E-2,-4.714965820E-2,5.647273503E-2
6.610769548E0,2.415466309E-2,1.541137695E-2,-4.661560059E-2,5.471720485E-2
6.615743913E0,2.201843262E-2,1.327514648E-2,-4.501342773E-2,5.183868792E-2
6.620748796E0,1.829528809E-2,7.949829102E-3,-4.394531250E-2,4.826083132E-2
6.625753679E0,1.669311523E-2,2.624511719E-3,-4.234313965E-2,4.559045551E-2
6.630758561E0,1.136779785E-2,-4.302978516E-3,-4.075622559E-2,4.253013492E-2
6.635732927E0,4.974365234E-3,-9.094238281E-3,-4.287719727E-2,4.411239650E-2
6.640737809E0,1.785278320E-3,-1.495361328E-2,-4.022216797E-2,4.294904615E-2
6.645742692E0,-8.850097656E-4,-2.134704590E-2,-3.915405273E-2,4.460402960E-2
6.650747575E0,-4.608154297E-3,-2.188110352E-2,-4.075622559E-2,4.648750048E-2
6.655752458E0,-8.346557617E-3,-1.921081543E-2,-4.234313965E-2,4.724046918E-2
6.660757341E0,-1.046752930E-2,-1.602172852E-2,-4.341125488E-2,4.744261802E-2
6.665731706E0,-1.579284668E-2,-1.441955566E-2,-4.341125488E-2,4.839291934E-2
6.670736589E0,-1.313781738E-2,-8.560180664E-3,-4.234313965E-2,4.515329904E-2
6.675710954E0,-9.933471680E-3,-3.234863281E-3,-4.394531250E-2,4.516999768E-2
6.680715837E0,-4.608154297E-3,4.226684570E-3,-4.234313965E-2,4.280235302E-2
6.685690202E0,4.974365234E-3,3.692626953E-3,-4.075622559E-2,4.122438268E-2
6.690695085E0,1.243591309E-2,3.158569336E-3,-4.022216797E-2,4.221908680E-2
6.695699968E0,1.989746094E-2,5.279541016E-3,-4.075622559E-2,4.566018429E-2
6.700704850E0,2.095031738E-2,8.483886719E-3,-3.968811035E-2,4.567316757E-2
6.705709733E0,2.041625977E-2,6.347656250E-3,-4.129028320E-2,4.649735358E-2
6.710714616E0,1.776123047E-2,3.158569336E-3,-4.234313965E-2,4.602585516E-2
6.715688981E0,1.615905762E-2,-5.798339844E-4,-4.129028320E-2,4.434341933E-2
6.720693864E0,1.029968262E-2,-4.302978516E-3,-4.075622559E-2,4.225717703E-2
6.725668229E0,7.110595703E-3,-7.492065430E-3,-4.180908203E-2,4.306612307E-2
6.730673112E0,8.178710938E-3,-9.628295898E-3,-4.287719727E-2,4.469954630E-2
6.735677995E0,6.042480469E-3,-1.441955566E-2,-4.234313965E-2,4.513730864E-2
6.740682878E0,1.785278320E-3,-1.655578613E-2,-4.447937012E-2,4.749416426E-2
6.745657243E0,7.171630859E-4,-1.441955566E-2,-4.447937012E-2,4.676379234E-2
6.750662126E0,-8.850097656E-4,-1.069641113E-2,-4.501342773E-2,4.627531880E-2
6.755667009E0,1.831054688E-4,-4.837036133E-3,-4.394531250E-2,4.421109518E-2
6.760671892E0,3.372192383E-3,-5.798339844E-4,-4.608154297E-2,4.620840282E-2
6.765646257E0,3.372192383E-3,-1.113891602E-3,-4.608154297E-2,4.621818948E-2
6.770651140E0,3.372192383E-3,4.882812500E-4,-4.554748535E-2,4.567475804E-2
6.775625505E0,6.042480469E-3,3.692626953E-3,-4.554748535E-2,4.609469043E-2
6.780630388E0,2.853393555E-3,4.745483398E-3,-4.394531250E-2,4.429279804E-2
6.785635270E0,1.251220703E-3,3.158569336E-3,-4.394531250E-2,4.407644047E-2
6.790640153E0,-3.509521484E-4,1.556396484E-3,-4.394531250E-2,4.397426552E-2
6.795645036E0,-2.487182617E-3,-4.302978516E-3,-4.287719727E-2,4.316428786E-2
6.800649919E0,-6.210327148E-3,-7.492065430E-3,-4.394531250E-2,4.500988445E-2
6.805624284E0,-7.812500000E-3,-9.094238281E-3,-4.287719727E-2,4.452184151E-2
6.810629167E0,-7.278442383E-3,-1.229858398E-2,-4.447937012E-2,4.671878913E-2
6.815603532E0,-7.278442383E-3,-1.123046875E-2,-4.501342773E-2,4.696070515E-2
6.820608415E0,-3.540039062E-3,-1.176452637E-2,-4.447937012E-2,4.614488404E-2
6.825582780E0,2.319335938E-3,-1.495361328E-2,-4.287719727E-2,4.546915344E-2
6.830587663E0,5.508422852E-3,-1.176452637E-2,-4.180908203E-2,4.378065947E-2
6.835592546E0,1.029968262E-2,-1.069641113E-2,-4.287719727E-2,4.537566218E-2
6.840597429E0,1.403808594E-2,-1.069641113E-2,-4.341125488E-2,4.686169137E-2
6.845571794E0,1.829528809E-2,-5.371093750E-3,-4.394531250E-2,4.790361891E-2
6.850576677E0,2.255249023E-2,-2.166748047E-3,-4.501342773E-2,5.039363342E-2
6.855581559E0,2.308654785E-2,2.624511719E-3,-4.661560059E-2,5.208541995E-2
6.860586442E0,2.308654785E-2,8.483886719E-3,-4.501342773E-2,5.129496761E-2
6.865560808E0,2.201843262E-2,1.487731934E-2,-4.714965820E-2,5.412241933E-2
6.870565690E0,2.201843262E-2,1.541137695E-2,-4.927062988E-2,5.612412034E-2
6.875570573E0,1.776123047E-2,1.699829102E-2,-4.980468750E-2,5.554196704E-2
6.880575456E0,1.509094238E-2,1.699829102E-2,-5.033874512E-2,5.523284982E-2
6.885549821E0,1.083374023E-2,1.753234863E-2,-5.140686035E-2,5.538427997E-2
6.890554704E0,7.110595703E-3,1.487731934E-2,-5.247497559E-2,5.500471129E-2
6.895529069E0,4.440307617E-3,6.347656250E-3,-5.352783203E-2,5.408546823E-2
6.900533952E0,6.576538086E-3,-2.700805664E-3,-5.619812012E-2,5.664604054E-2
6.905538835E0,1.083374023E-2,-8.026123047E-3,-5.247497559E-2,5.417943929E-2
6.910543718E0,1.562500000E-2,-1.229858398E-2,-5.033874512E-2,5.412379378E-2
6.915518083E0,2.148437500E-2,-1.069641113E-2,-4.927062988E-2,5.480498654E-2
6.920522966E0,2.575683594E-2,-9.094238281E-3,-4.980468750E-2,5.680340363E-2
6.925527849E0,3.054809570E-2,-9.628295898E-3,-5.140686035E-2,6.056860180E-2
6.930532731E0,3.373718262E-2,-3.234863281E-3,-5.406188965E-2,6.380712925E-2
6.935507097E0,3.480529785E-2,1.556396484E-3,-5.459594727E-2,6.476533476E-2
6.940511979E0,3.480529785E-2,4.745483398E-3,-5.406188965E-2,6.447182550E-2
6.945516862E0,3.373718262E-2,4.226684570E-3,-5.513000488E-2,6.477175150E-2
6.950521745E0,3.320312500E-2,-5.905151367E-3,-5.247497559E-2,6.237741086E-2
6.955496110E0,3.054809570E-2,-1.655578613E-2,-5.300903320E-2,6.338168353E-2
6.960500993E0,2.734375000E-2,-2.401733398E-2,-5.459594727E-2,6.561425496E-2
6.965475358E0,2.522277832E-2,-3.466796875E-2,-5.352783203E-2,6.858050310E-2
6.970480241E0,2.468872070E-2,-3.945922852E-2,-5.300903320E-2,7.054446290E-2
6.975485124E0,2.362060547E-2,-3.839111328E-2,-5.087280273E-2,6.796949786E-2
6.980490007E0,2.308654785E-2,-3.732299805E-2,-5.194091797E-2,6.799892524E-2
6.985464372E0,2.148437500E-2,-3.199768066E-2,-4.820251465E-2,6.171638644E-2
6.990469255E0,1.989746094E-2,-2.720642090E-2,-4.661560059E-2,5.752488599E-2
6.995474138E0,2.041625977E-2,-2.241516113E-2,-4.820251465E-2,5.694510980E-2
7.000479020E0,1.776123047E-2,-1.495361328E-2,-4.980468750E-2,5.495069385E-2
7.005453386E0,1.562500000E-2,-6.439208984E-3,-5.033874512E-2,5.309984272E-2
7.010458268E0,1.296997070E-2,4.882812500E-4,-4.873657227E-2,5.043522613E-2
7.015432634E0,1.083374023E-2,8.483886719E-3,-4.873657227E-2,5.064187731E-2
7.020437517E0,1.136779785E-2,1.806640625E-2,-4.766845703E-2,5.222933714E-2
7.025442399E0,1.136779785E-2,2.232360840E-2,-4.927062988E-2,5.527354963E-2
7.030447282E0,1.029968262E-2,2.552795410E-2,-4.766845703E-2,5.504581454E-2
7.035421647E0,1.136779785E-2,2.552795410E-2,-4.766845703E-2,5.525563378E-2
7.040426530E0,1.243591309E-2,2.445983887E-2,-4.980468750E-2,5.686336737E-2
7.045431413E0,1.403808594E-2,2.392578125E-2,-4.820251465E-2,5.561468586E-2
7.050436296E0,1.882934570E-2,1.913452148E-2,-4.820251465E-2,5.517387598E-2
7.055410661E0,2.201843262E-2,1.327514648E-2,-4.714965820E-2,5.370410746E-2
7.060415544E0,2.255249023E-2,6.347656250E-3,-4.661560059E-2,5.217204015E-2
7.065420427E0,2.362060547E-2,2.624511719E-3,-4.608154297E-2,5.184910478E-2
7.070425309E0,1.989746094E-2,-6.439208984E-3,-4.661560059E-2,5.109194244E-2
7.075399675E0,1.509094238E-2,-9.628295898E-3,-4.608154297E-2,4.943631485E-2
7.080404558E0,1.243591309E-2,-1.123046875E-2,-4.766845703E-2,5.052778600E-2
7.085409440E0,6.576538086E-3,-1.388549805E-2,-4.608154297E-2,4.857536939E-2
7.090414323E0,5.508422852E-3,-1.229858398E-2,-4.608154297E-2,4.801152458E-2
7.095388688E0,1.785278320E-3,-1.229858398E-2,-4.714965820E-2,4.875994930E-2
7.100393571E0,-8.850097656E-4,-9.628295898E-3,-4.714965820E-2,4.813083827E-2
7.105367936E0,7.171630859E-4,-8.560180664E-3,-4.873657227E-2,4.948782165E-2
7.110372819E0,-1.419067383E-3,-1.229858398E-2,-4.820251465E-2,4.976697036E-2
7.115377702E0,-3.509521484E-4,-1.441955566E-2,-4.820251465E-2,5.031430384E-2
7.120382585E0,7.171630859E-4,-1.016235352E-2,-4.501342773E-2,4.615188434E-2
7.125356950E0,7.171630859E-4,-5.905151367E-3,-4.287719727E-2,4.328786413E-2
7.130361833E0,2.319335938E-3,-4.302978516E-3,-4.234313965E-2,4.262436414E-2
7.135366716E0,2.319335938E-3,-1.632690430E-3,-4.129028320E-2,4.138758853E-2
7.140371599E0,2.319335938E-3,4.882812500E-4,-4.075622559E-2,4.082508618E-2
7.145345964E0,2.319335938E-3,9.017944336E-3,-4.180908203E-2,4.283342129E-2
7.150350847E0,1.785278320E-3,1.593017578E-2,-4.287719727E-2,4.577566782E-2
7.155355729E0,7.110595703E-3,1.806640625E-2,-4.447937012E-2,4.853215400E-2
7.160360612E0,9.765625000E-3,1.699829102E-2,-4.554748535E-2,4.958712283E-2
7.165334977E0,1.403808594E-2,1.274108887E-2,-4.608154297E-2,4.982882504E-2
7.170339860E0,1.722717285E-2,9.017944336E-3,-4.661560059E-2,5.050854405E-2
7.175344743E0,1.562500000E-2,6.347656250E-3,-4.661560059E-2,4.957264954E-2
7.180349626E0,1.029968262E-2,5.279541016E-3,-4.714965820E-2,4.854943135E-2
7.185323991E0,4.974365234E-3,2.624511719E-3,-4.447937012E-2,4.483354478E-2
7.190328874E0,1.251220703E-3,-2.166748047E-3,-4.447937012E-2,4.454968817E-2
7.195333757E0,-3.005981445E-3,-3.234863281E-3,-4.608154297E-2,4.629264377E-2
7.200338640E0,-6.744384766E-3,-3.234863281E-3,-4.873657227E-2,4.930724635E-2
7.205313005E0,-4.608154297E-3,-5.371093750E-3,-4.714965820E-2,4.767781458E-2
7.210287370E0,1.251220703E-3,-5.905151367E-3,-4.447937012E-2,4.488708870E-2
7.215292253E0,6.576538086E-3,-4.837036133E-3,-4.980468750E-2,5.046934385E-2
7.220297136E0,9.231567383E-3,-4.302978516E-3,-4.980468750E-2,5.083546358E-2
7.225302018E0,1.403808594E-2,-3.768920898E-3,-4.554748535E-2,4.781052231E-2
7.230306901E0,1.509094238E-2,-2.166748047E-3,-4.447937012E-2,4.701963106E-2
7.235281267E0,1.936340332E-2,-7.492065430E-3,-4.608154297E-2,5.054286334E-2
7.240286149E0,2.362060547E-2,-1.069641113E-2,-4.766845703E-2,5.426442674E-2
7.245260515E0,2.627563477E-2,-1.123046875E-2,-4.820251465E-2,5.603583522E-2
7.250265397E0,2.734375000E-2,-1.548767090E-2,-4.714965820E-2,5.666249979E-2
7.255270280E0,2.627563477E-2,-2.134704590E-2,-4.714965820E-2,5.804477254E-2
7.260275163E0,2.255249023E-2,-2.401733398E-2,-4.661560059E-2,5.708293410E-2
7.265249528E0,1.936340332E-2,-2.241516113E-2,-4.873657227E-2,5.703187103E-2
7.270254411E0,1.509094238E-2,-2.401733398E-2,-4.927062988E-2,5.685212259E-2
7.275259294E0,8.712768555E-3,-2.294921875E-2,-5.033874512E-2,5.600507332E-2
7.280264177E0,6.042480469E-3,-1.815795898E-2,-5.194091797E-2,5.535415074E-2
7.285238542E0,-1.953125000E-3,-1.069641113E-2,-5.194091797E-2,5.306681513E-2
7.290243425E0,-4.608154297E-3,-2.700805664E-3,-5.140686035E-2,5.168360212E-2
7.295248308E0,-5.676269531E-3,3.158569336E-3,-5.140686035E-2,5.181565292E-2
7.300253190E0,-6.210327148E-3,1.008605957E-2,-4.927062988E-2,5.067436956E-2
7.305227556E0,-1.419067383E-3,1.806640625E-2,-4.661560059E-2,5.001422803E-2
7.310232438E0,4.974365234E-3,2.232360840E-2,-4.661560059E-2,5.192400234E-2
7.315237321E0,9.231567383E-3,2.178955078E-2,-4.394531250E-2,4.991189087E-2
7.320242204E0,1.455688477E-2,2.073669434E-2,-4.447937012E-2,5.118913705E-2
7.325216569E0,2.148437500E-2,2.127075195E-2,-4.447937012E-2,5.378138734E-2
7.330221452E0,1.776123047E-2,1.913452148E-2,-4.501342773E-2,5.203652464E-2
7.335195817E0,1.615905762E-2,1.806640625E-2,-4.447937012E-2,5.065495577E-2
7.340200700E0,1.615905762E-2,1.380920410E-2,-4.608154297E-2,5.074758973E-2
7.345205583E0,1.776123047E-2,8.483886719E-3,-4.766845703E-2,5.157246782E-2
7.350210466E0,1.722717285E-2,-4.577636719E-5,-5.140686035E-2,5.421662910E-2
7.355184831E0,1.615905762E-2,-1.123046875E-2,-5.194091797E-2,5.554365428E-2
7.360189714E0,1.350402832E-2,-1.921081543E-2,-5.033874512E-2,5.554640826E-2
7.365194597E0,9.231567383E-3,-2.613830566E-2,-5.352783203E-2,6.027986116E-2
7.370199479E0,6.576538086E-3,-3.146362305E-2,-5.300903320E-2,6.199329020E-2
7.375173845E0,6.576538086E-3,-3.359985352E-2,-5.247497559E-2,6.265639690E-2
7.380178727E0,6.576538086E-3,-3.572082520E-2,-5.194091797E-2,6.338049515E-2
7.385153093E0,7.644653320E-3,-3.625488281E-2,-5.087280273E-2,6.293567597E-2
7.390157975E0,8.712768555E-3,-4.052734375E-2,-4.766845703E-2,6.317166867E-2
7.395162858E0,1.350402832E-2,-3.945922852E-2,-4.554748535E-2,6.175729040E-2
7.400167741E0,2.095031738E-2,-3.199768066E-2,-4.714965820E-2,6.071126448E-2
7.405142106E0,2.362060547E-2,-2.774047852E-2,-4.661560059E-2,5.916486600E-2
7.410146989E0,2.734375000E-2,-2.348327637E-2,-4.661560059E-2,5.892502992E-2
7.415151872E0,2.575683594E-2,-1.708984375E-2,-4.927062988E-2,5.816418422E-2
7.420156755E0,2.627563477E-2,-8.026123047E-3,-4.820251465E-2,5.548252024E-2
7.425131120E0,2.680969238E-2,-1.113891602E-3,-4.661560059E-2,5.378675095E-2
7.430136003E0,2.468872070E-2,-2.700805664E-3,-4.766845703E-2,5.375043327E-2
7.435140886E0,2.362060547E-2,-4.837036133E-3,-4.766845703E-2,5.341920738E-2
7.440145768E0,2.362060547E-2,-5.371093750E-3,-4.927062988E-2,5.490333888E-2
7.445120134E0,1.882934570E-2,-1.016235352E-2,-5.140686035E-2,5.568198075E-2
7.450125017E0,1.669311523E-2,-1.388549805E-2,-5.194091797E-2,5.629676822E-2
7.455129899E0,1.136779785E-2,-1.281738281E-2,-5.406188965E-2,5.671155123E-2
7.460134782E0,9.765625000E-3,-1.123046875E-2,-5.194091797E-2,5.403100794E-2
7.465109147E0,7.644653320E-3,-9.094238281E-3,-5.087280273E-2,5.224163045E-2
7.470114030E0,5.508422852E-3,-2.700805664E-3,-5.033874512E-2,5.071120521E-2
7.475088395E0,2.853393555E-3,3.692626953E-3,-4.980468750E-2,5.002283724E-2
7.480093278E0,-3.509521484E-4,7.949829102E-3,-5.140686035E-2,5.201911419E-2
7.485098161E0,-1.953125000E-3,9.017944336E-3,-5.406188965E-2,5.484364986E-2
7.490103044E0,1.251220703E-3,1.327514648E-2,-5.247497559E-2,5.414257225E-2
7.495107927E0,8.712768555E-3,1.008605957E-2,-5.300903320E-2,5.465892914E-2
7.500112809E0,2.041625977E-2,7.949829102E-3,-4.927062988E-2,5.392233688E-2
7.505087175E0,2.734375000E-2,5.813598633E-3,-4.766845703E-2,5.526083956E-2
7.510092058E0,3.427124023E-2,-1.632690430E-3,-4.661560059E-2,5.788089325E-2
7.515066423E0,3.799438477E-2,-6.439208984E-3,-4.608154297E-2,6.007116853E-2
7.520071306E0,3.852844238E-2,-7.492065430E-3,-4.501342773E-2,5.972253003E-2
7.525045671E0,3.799438477E-2,-1.016235352E-2,-4.394531250E-2,5.897488612E-2
7.530050554E0,3.480529785E-2,-8.026123047E-3,-4.554748535E-2,5.788264707E-2
7.535055436E0,2.627563477E-2,-9.094238281E-3,-4.820251465E-2,5.564707154E-2
7.540060319E0,1.669311523E-2,-1.016235352E-2,-4.820251465E-2,5.201361306E-2
7.545034684E0,1.296997070E-2,-1.281738281E-2,-5.140686035E-2,5.454512566E-2
7.550070085E0,6.576538086E-3,-1.548767090E-2,-5.140686035E-2,5.409051760E-2
7.555044450E0,2.319335938E-3,-1.388549805E-2,-4.927062988E-2,5.124237840E-2
7.560049333E0,2.319335938E-3,-1.229858398E-2,-4.873657227E-2,5.031786923E-2
7.565023698E0,2.319335938E-3,-1.123046875E-2,-5.140686035E-2,5.267037155E-2
7.570028581E0,6.576538086E-3,-1.069641113E-2,-5.087280273E-2,5.239948590E-2
7.575002946E0,1.190185547E-2,-6.439208984E-3,-4.980468750E-2,5.161031363E-2
7.580007829E0,1.455688477E-2,-3.234863281E-3,-4.873657227E-2,5.096685895E-2
7.585012712E0,1.455688477E-2,-4.577636719E-5,-4.873657227E-2,5.086411766E-2
7.590017595E0,1.882934570E-2,2.624511719E-3,-4.766845703E-2,5.131972444E-2
7.595022477E0,2.095031738E-2,5.279541016E-3,-4.873657227E-2,5.331081342E-2
7.600027360E0,2.148437500E-2,6.347656250E-3,-4.714965820E-2,5.220116261E-2
7.605001725E0,1.882934570E-2,7.415771484E-3,-4.661560059E-2,5.081881683E-2
7.610006608E0,1.562500000E-2,4.226684570E-3,-4.714965820E-2,4.985073476E-2
7.615011491E0,1.403808594E-2,-2.166748047E-3,-4.820251465E-2,5.025181661E-2
